G[0,2](Chloride >= 3.260 & HCO3 >= 7.844435578684601e-05) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((AST >= 0.025 -> Bilirubin_total >= 0.008) -> Platelets <= 0.156) [Discrimination Score: -0.156; Robustness + : -0.156; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets >= 2.111 -> Platelets >= 3.997) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Alkalinephos <= 69.557 -> Bilirubin_total >= 0.004) | Hct <= 0.200) & Hct <= 0.174) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Chloride <= 38.987 & HCO3 <= 17.016) & PaCO2 <= 22.962) & Glucose >= 0.932) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Magnesium >= 0.001 & Potassium >= 0.033) & Creatinine <= 2.020) & Creatinine >= 0.195) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((Glucose <= 78.943 | WBC >= 0.486) & Calcium <= 7.380) | PaCO2 >= 0.071) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Hct >= 1.738 -> Hgb <= 4.446) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((Glucose <= 60.866 & Platelets >= 7.407) -> Platelets >= 3.755) -> Hgb >= 8.784) [Discrimination Score: -3.755; Robustness + : -3.755; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((HCO3 <= 1.652 & Potassium >= 0.137) -> EtCO2 >= 0.042) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Chloride <= 43.392 & Potassium >= 0.084) & Glucose >= 0.068) | Phosphate >= 0.156) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((HCO3 >= 0.801 -> Magnesium <= 1.655) & Alkalinephos <= 0.390) [Discrimination Score: -0.682; Robustness + : -3.262; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Platelets <= 208.597 & WBC <= 10.012) & PaCO2 <= 1.270) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((Hgb >= 0.646 -> WBC >= 0.412) & Glucose >= 0.661) & Temp <= 10.080) [Discrimination Score: -5955963505174076.000; Robustness + : -0.661; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Chloride >= 1.681) U[0,1] (Magnesium <= 0.973)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Chloride <= 50.846 | Hct >= 1.620) -> Hct <= 16.267) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HCO3 <= 18.344 -> Hct >= 1.227) | PaCO2 <= 22.718) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Glucose >= 6.248 & Hgb >= 0.608) | DBP >= 0.715) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((Hct <= 10.990 | WBC <= 0.973) -> pH <= 5.560) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Creatinine >= 0.015 & Magnesium <= 1.284) | pH >= 0.026) & Bilirubin_total >= 0.014) [Discrimination Score: -0.015; Robustness + : -0.015; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((Chloride >= 4.793 & Hgb >= 0.562) -> Bilirubin_total >= 0.591) -> Lactate <= 10.005) [Discrimination Score: -5632446928188107.000; Robustness + : -10.005; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((HCO3 <= 23.328 | Hgb <= 2.929) & HCO3 >= 0.314) | SaO2 >= 0.373) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((Creatinine >= 0.016 -> Potassium >= 0.146) -> DBP >= 0.140) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hct <= 25.323 -> Potassium >= 0.182) | BUN >= 0.115) | pH >= 0.115) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Glucose <= 166.392 -> Hct >= 1.089) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((Hgb <= 5.762 | Platelets <= 162.835) -> O2Sat <= 123.607) & Hct >= 5.043) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Hct >= 0.019) U[2,2] (Magnesium >= 0.015)) [Discrimination Score: -0.015; Robustness + : -0.015; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Hgb <= 4.936 & Potassium <= 2.983) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((Creatinine <= 0.162 -> HCO3 <= 25.637) & SepsisLabel >= 0.939) & Potassium >= 0.623) [Discrimination Score: -7216142551687963.000; Robustness + : -25.637; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Hct <= 36.420 | Platelets <= 139.035) [Discrimination Score: 4891852944035994.000; Robustness + : 139.035; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Chloride <= 19.955 | Creatinine >= 0.018) [Discrimination Score: 5616868954544139.000; Robustness + : 19.955; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Chloride >= 4.517 | WBC <= 12.400) | FiO2 <= 6.010) [Discrimination Score: 6980670517045036.000; Robustness + : 12.400; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Hgb >= 0.110 | Magnesium >= 0.088) -> Potassium <= 1.954) | HR <= 1.638) [Discrimination Score: 1.638; Robustness + : 1.638; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((HCO3 >= 0.800 & WBC >= 0.529) & Platelets <= 9.816) & AST <= 10.281) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Chloride >= 1.930 -> Glucose >= 2.523) & O2Sat >= 4.841) | pH >= 7.860) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((Glucose <= 87.109 -> HCO3 <= 18.265) & FiO2 <= 16.810) & MAP <= 17.434) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((Potassium >= 0.102 -> WBC >= 0.430) -> Alkalinephos <= 8.021) | SepsisLabel >= 0.554) [Discrimination Score: 0.341; Robustness + : 21.390; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((Chloride <= 35.499 -> Platelets <= 172.051) & SepsisLabel >= 0.486) & HR <= 218.253) [Discrimination Score: -6053509032484820.000; Robustness + : -172.051; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Magnesium >= 0.087 | WBC >= 0.138) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((Creatinine >= 0.011 | Hct >= 1.888) -> Lactate >= 0.223) & DBP >= 1.845) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](HCO3 >= 0.917 & Platelets <= 14.890) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Glucose <= 126.742 | Potassium >= 0.172) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((BUN >= 0.455 | Creatinine <= 0.308) -> MAP <= 0.368) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((Glucose <= 89.484 | Magnesium >= 0.100) | pH >= 0.014) & Bilirubin_total <= 1.728) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((Creatinine >= 0.018 | Hgb >= 0.466) | Glucose <= 12.968) & Hgb <= 1.038) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((Platelets >= 3.537 & Potassium <= 3.132) | Lactate <= 1.975) [Discrimination Score: 0.787; Robustness + : 1.363; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((Magnesium <= 0.593 -> Platelets <= 12.778) -> Bilirubin_total <= 95.884) [Discrimination Score: -95.884; Robustness + : -95.884; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Creatinine >= 0.022 | WBC >= 0.248) [Discrimination Score: 0.353; Robustness + : 11.478; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BUN <= 5.703 & Magnesium >= 0.071) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Creatinine >= 0.017 & Glucose >= 1.277) -> PTT >= 3.914) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BUN <= 16.433 & Potassium >= 0.152) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((Creatinine <= 0.425 & Platelets <= 95.201) -> O2Sat >= 0.752) & DBP >= 6.217) [Discrimination Score: -6999237354162428.000; Robustness + : -6.217; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((MAP >= 2.407 -> SBP <= 122.448) | Lactate <= 126.861) & FiO2 >= 27.880) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BUN >= 0.891 & HCO3 <= 10.476) | Fibrinogen >= 0.206) -> Bilirubin_direct <= 5.998) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((BUN >= 0.625 -> Chloride >= 4.235) & Phosphate >= 1.782) -> Bilirubin_direct <= 70.753) [Discrimination Score: -496.511; Robustness + : -70.703; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((BUN >= 0.764 -> Hct >= 1.901) & DBP >= 0.316) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN >= 0.677) U[1,1] (Hgb >= 0.285)) [Discrimination Score: -0.285; Robustness + : -0.285; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((BUN <= 6.642 & WBC >= 0.389) | BaseExcess <= 8.464) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((BUN >= 0.633 | Glucose <= 73.760) -> PTT >= 6.088) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN >= 0.910 -> Platelets <= 222.232) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HR <= 85.731) U[1,2] (SBP >= 30.367)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((HR <= 91.663 & MAP >= 26.142) -> O2Sat >= 44.177) & FiO2 <= 86.421) [Discrimination Score: 7358368136383700.000; Robustness + : 26.142; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](HR >= 71.558 -> Resp <= 27.235) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](AST >= 0.905 | Platelets <= 93.735) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((Alkalinephos >= 1.339 | Platelets >= 8.049) | Temp >= 4.189) | Fibrinogen >= 7.602) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Bilirubin_total >= 0.011 -> Platelets <= 37.850) & Magnesium >= 8.935) -> Magnesium <= 63.412) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((AST <= 7.473) U[1,2] (Glucose <= 139.484)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Bilirubin_total >= 0.004 | Glucose >= 1.876) & SepsisLabel <= 87.315) & Lactate >= 0.721) [Discrimination Score: -0.721; Robustness + : -0.721; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Alkalinephos >= 0.916 | Glucose >= 5.240) [Discrimination Score: 0.170; Robustness + : 0.917; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AST <= 100.276) U[1,2] (WBC >= 0.445)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Bilirubin_total <= 0.154 & WBC <= 7.805) -> Bilirubin_direct >= 0.158) | Potassium <= 6.167) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Alkalinephos >= 1.863 | WBC <= 3.045) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AST <= 73.551) U[1,2] (Hgb >= 0.673)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Bilirubin_total <= 0.273 & Hgb <= 9.578) -> Platelets >= 0.549) | Creatinine <= 7.714) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](Alkalinephos >= 1.919 -> Hgb >= 0.512) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((Bilirubin_total >= 0.001 -> Hct >= 0.398) -> Lactate <= 19.139) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Alkalinephos >= 1.113 & Hct >= 0.132) -> SaO2 <= 10.531) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AST <= 39.350) U[1,2] (Hct <= 27.456)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Resp >= 7.179) U[1,2] (SBP <= 121.302)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((MAP >= 65.461 -> Resp <= 28.543) | SepsisLabel >= 3.249) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((AST >= 2.028 & Chloride <= 88.127) | Lactate <= 55.581) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Alkalinephos <= 28.283 | Chloride >= 0.283) -> PaCO2 >= 3.477) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Bilirubin_total <= 0.259 -> Chloride >= 3.939) -> SepsisLabel >= 3.631) | Bilirubin_direct >= 2.450) [Discrimination Score: 0.259; Robustness + : 0.259; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Alkalinephos <= 34.521) U[1,2] (HCO3 <= 25.147)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((AST >= 1.415 & HCO3 <= 16.714) & MAP >= 1.289) -> DBP <= 25.536) [Discrimination Score: -0.013; Robustness + : -0.082; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((Bilirubin_total <= 0.029 -> HCO3 >= 0.321) | Lactate <= 24.114) -> Fibrinogen <= 21.016) [Discrimination Score: -6787571183710236.000; Robustness + : -24.114; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((AST >= 2.612 -> Potassium >= 0.096) | Bilirubin_total >= 0.031) -> Resp <= 2.723) [Discrimination Score: -2.723; Robustness + : -2.723; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1]((Bilirubin_total >= 0.007 & Potassium <= 3.247) | Fibrinogen <= 0.963) [Discrimination Score: 8670341447589522.000; Robustness + : 0.963; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Alkalinephos >= 1.585 | Magnesium <= 0.795) & Platelets <= 0.524) | DBP >= 0.060) [Discrimination Score: 3.789; Robustness + : 69.306; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](((AST <= 14.733 & Magnesium <= 1.382) | Lactate <= 0.187) -> Lactate <= 0.171) [Discrimination Score: -6225078267428924.000; Robustness + : -1.382; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Bilirubin_total >= 0.009 | Magnesium >= 0.038) -> Calcium >= 0.053) [Discrimination Score: 0.009; Robustness + : 0.009; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((AST <= 104.241 -> Creatinine <= 0.499) | O2Sat >= 0.020) -> pH <= 0.074) [Discrimination Score: -0.074; Robustness + : -0.074; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Alkalinephos >= 0.280 -> Creatinine >= 0.021) -> Platelets >= 0.002) -> TroponinI <= 0.144) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2]((Bilirubin_total >= 0.001 -> Creatinine <= 0.202) -> PTT <= 0.154) [Discrimination Score: -5545397891343579.000; Robustness + : -0.154; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((BUN >= 0.371 -> PTT >= 2.222) -> Resp <= 33.012) & Creatinine <= 29.868) [Discrimination Score: -4646088326883206.000; Robustness + : -33.012; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Bilirubin_total <= 0.191 | BUN <= 12.210) & Fibrinogen <= 8.197) | Bilirubin_total <= 13.532) [Discrimination Score: 7617579087986044.000; Robustness + : 13.532; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Alkalinephos <= 37.747 -> BUN <= 1.818) -> Magnesium >= 0.489) -> Magnesium >= 0.738) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((AST <= 87.954 | BUN >= 0.387) | Calcium <= 17.454) -> Creatinine <= 5.659) [Discrimination Score: -87.954; Robustness + : -87.954; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((Creatinine >= 0.015 -> PTT >= 2.197) | Resp <= 49.729) & SBP >= 2.254) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((Magnesium >= 0.050 | PTT >= 1.091) & Hct >= 1.037) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Potassium <= 0.741 & PTT >= 0.906) | SBP <= 11.668) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((HCO3 >= 1.313 -> PTT >= 1.221) | Fibrinogen <= 45.855) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Chloride <= 71.959 | PTT >= 1.311) | Chloride >= 0.002) & Glucose >= 1.712) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((AST <= 114.584 | DBP <= 54.996) -> Creatinine <= 58.220) & Calcium <= 58.482) [Discrimination Score: -114.584; Robustness + : -114.584; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((Alkalinephos >= 1.676 -> DBP >= 3.584) & EtCO2 >= 9.291) | PaCO2 >= 5.576) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((Bilirubin_total <= 0.116 -> DBP <= 25.794) -> PaCO2 <= 70.015) & Phosphate <= 73.977) [Discrimination Score: -70.015; Robustness + : -70.015; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((DBP <= 28.105 -> MAP <= 93.948) & MAP <= 73.795) & Temp <= 88.707) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Hct >= 1.997) U[0,0] (PTT <= 48.347)) [Discrimination Score: 11.461; Robustness + : 46.902; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Hgb >= 0.265 -> PTT <= 16.046) & FiO2 >= 0.098) [Discrimination Score: -4516446134912293.000; Robustness + : -16.046; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((DBP >= 11.942 | SBP >= 93.211) | Calcium >= 95.018) | pH >= 55.895) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((PTT >= 2.183 & WBC >= 0.142) -> Temp >= 0.594) -> Phosphate <= 11.889) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((Glucose <= 100.305 -> PTT >= 0.714) -> Phosphate <= 34.436) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Platelets <= 59.323 | PTT >= 1.051) & Temp <= 28.238) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Chloride <= 69.295 -> O2Sat >= 24.643) | Hgb >= 40.671) | FiO2 <= 65.045) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](HCO3 >= 0.184 -> O2Sat <= 64.179) [Discrimination Score: -64.179; Robustness + : -64.179; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((Hct <= 22.471 & O2Sat <= 81.187) -> BaseExcess <= 72.017) -> Bilirubin_direct <= 77.736) [Discrimination Score: -5470165835726725.000; Robustness + : -77.736; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((O2Sat <= 79.242 & Potassium <= 1.446) & SBP >= 0.026) -> AST <= 3.771) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((Magnesium <= 1.086 | O2Sat >= 51.891) | Calcium <= 86.798) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb >= 0.686 -> O2Sat <= 82.886) & EtCO2 <= 63.659) & Hct >= 24.441) [Discrimination Score: -2.131; Robustness + : -29.179; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((O2Sat <= 75.503 | WBC >= 0.020) | Hgb <= 9.753) -> DBP >= 0.300) [Discrimination Score: -75.503; Robustness + : -75.503; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](((Glucose >= 0.039 -> O2Sat <= 87.935) -> HR >= 26.447) | HCO3 >= 4.259) [Discrimination Score: 26.447; Robustness + : 26.447; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Creatinine <= 0.205 & O2Sat >= 4.733) -> Potassium >= 22.494) -> HCO3 <= 57.139) [Discrimination Score: -8041543101291188.000; Robustness + : -57.139; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((O2Sat <= 82.222 & Platelets <= 162.305) & AST >= 8.981) & BUN <= 104.480) [Discrimination Score: -3.950; Robustness + : -10.410; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BUN >= 0.033) U[0,2] (O2Sat >= 1.540)) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Platelets >= 1.427 | SBP >= 43.332) -> SepsisLabel <= 116.830) -> SepsisLabel <= 107.169) [Discrimination Score: -9999999.000; Robustness + : -9999999.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Alkalinephos <= 37.024 & SBP <= 109.299) [Discrimination Score: 9999999.000; Robustness + : 9999999.000; Robustness - : 0.000; Percent Class + : 1.000; Percent Class - : 0.000]
