G[0,0](SMBGperDayPtMeterCombo >= 1.260 & BGTestAvgNumPtRep >= 1.124) [Discrimination Score: -0.707; Robustness + : -0.458; Robustness - : -0.124; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Pt_A1cGoalLev <= 5.859 -> Pt_SHFlg >= 0.201) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0]((Pt_GrandparentT1D <= 0.863 -> TSH >= 1.148) | Pt_SiblingT1D <= 2.982) [Discrimination Score: 0.000; Robustness + : 2.982; Robustness - : 2.982; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Pt_SHFlg <= 0.379 & TotalDailyInsPerKg >= 0.472) & AlbCreatRat_mggNew <= 0.616) [Discrimination Score: 0.000; Robustness + : -0.472; Robustness - : -0.472; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BUN <= 15.129 & Triglyc >= 37.019) -> HbA1c <= 50.686) -> HbA1cImputeDtMnC <= 43.805) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((AlbCreatRat_mggNew <= 6.088 & LDL <= 78.760) & TotalDailyInsPerKg >= 29.856) & HeightCm >= 48.216) [Discrimination Score: 0.000; Robustness + : -48.216; Robustness - : -48.216; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((BGTestAvgNumMeter >= 1.595 & HbA1c <= 10.307) -> HbA1cImputeDtMnC >= 8.494) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((BldPrDia >= 70.751 -> Pt_SHFlg >= 0.081) | BldPrDia >= 0.233) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](BGTestAvgNumPtRep >= 0.448 -> TotalDailyInsPerKg >= 0.449) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((age >= 24.027 -> NumPumpBolusOrShortAct <= 2.825) -> bmiZscore >= 0.027) -> Triglyc <= 2.979) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](HDL >= 40.683 & UnitsInsBasalOrLongAct <= 27.831) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrDia >= 73.378) U[1,2] (diabDur <= 22.191)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((HbA1c >= 7.857 | TSH >= 0.496) -> Pt_FatherT1D <= 3.397) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((AlbCreatRat_mggNew >= 0.981 | BUN <= 19.083) & TSH >= 14.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((BGTestAvgNumPtRep <= 3.668 | Triglyc >= 14.307) -> Pt_GrandchildT1D >= 27.620) -> AutonomicNeuroCl <= 65.384) [Discrimination Score: 0.000; Robustness + : -65.384; Robustness - : -65.384; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BldPrSys >= 104.290 & HDL >= 40.806) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((TotChol <= 162.765 -> Triglyc >= 8.283) | age <= 49.915) [Discrimination Score: 0.000; Robustness + : 49.915; Robustness - : 49.915; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((HeightCm >= 167.108 | NumPumpBolusOrShortAct <= 2.239) & Pt_CGMUseNumDays >= 0.045) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BGTestAvgNumMeter <= 2.636 & TSH <= 3.912) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BldPrDia >= 70.791 | UnitsInsBasalOrLongAct >= 14.133) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((HbA1cImputeDtMnC >= 12.269 | NumPumpBolusOrShortAct <= 1.397) -> WeightKg <= 2.306) & HbA1c <= 1.065) [Discrimination Score: -0.707; Robustness + : -1.700; Robustness - : -1.397; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((GFR >= 9.646 | NumPumpBolusOrShortAct <= 1.435) -> HbA1c >= 0.572) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](BUN <= 15.569 | TotChol <= 157.393) [Discrimination Score: 0.000; Robustness + : 157.393; Robustness - : 157.393; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BGTestAvgNumMeter <= 2.224 -> BldPrSys <= 115.465) & Triglyc >= 103.082) -> TotalDailyInsPerKg >= 104.311) [Discrimination Score: 0.000; Robustness + : 104.311; Robustness - : 104.311; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((BldPrSys <= 117.993 | Pt_A1cGoalLev >= 0.621) -> BUN <= 1.350) | AlbCreatRat_mggNew <= 4.996) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((GFR >= 10.347 -> HbA1cImputeDtMnC >= 2.340) -> BGTestAvgNumPtRep >= 25.501) -> HbA1cImputeDtMnC <= 50.901) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](AlbCreatRat_mggNew >= 0.099 | UnitsInsBasalOrLongAct <= 15.544) [Discrimination Score: 0.000; Robustness + : 15.544; Robustness - : 15.544; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((BGTestAvgNumMeter >= 1.124 -> LDL <= 81.730) & AutonomicNeuroCl >= 33.242) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((GFR >= 18.209) U[0,0] (TotChol <= 136.353)) [Discrimination Score: 0.481; Robustness + : 92.353; Robustness - : 77.353; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((HeightCm >= 167.372 | Pt_A1cGoalLev >= 0.529) & diagAgeCombo <= 5.619) -> Pt_SHFlg >= 0.672) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((HbA1c >= 8.305 -> TotalDailyInsPerKg >= 0.437) & Pt_ChildT1D <= 0.595) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((HeightCm >= 167.424 -> TSH >= 1.635) -> Pt_GrandparentT1D <= 2.368) & Pt_SiblingT1D <= 1.838) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BldPrDia >= 71.663) U[0,2] (TotalDailyInsPerKg >= 0.437)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((AlbCreatRat_mggNew >= 1.983 & GFR >= 3.958) & NumPumpBolusOrShortAct <= 27.023) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((age <= 28.225 & TotalDailyInsPerKg >= 0.436) & TotalDailyInsPerKg <= 0.584) [Discrimination Score: 0.000; Robustness + : -0.436; Robustness - : -0.436; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((AlbCreatRat_mggNew <= 3.190 | HDL >= 41.272) | GFR >= 14.865) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((diabDur <= 23.221 -> GFR >= 3.201) -> Triglyc <= 63.715) -> diagAgeCombo >= 9.601) [Discrimination Score: -0.804; Robustness + : -18.006; Robustness - : 9.601; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Pt_A1cGoalLev <= 4.885 -> TotChol <= 148.778) [Discrimination Score: -0.481; Robustness + : -104.778; Robustness - : -89.778; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Pt_SHFlg <= 0.791 | Triglyc <= 47.206) -> Pt_DKAFlg >= 15.508) [Discrimination Score: 1.414; Robustness + : -5.396; Robustness - : -47.206; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BUN <= 19.688 | diabDur >= 19.571) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((BldPrSys >= 101.279 | Triglyc >= 14.037) & HbA1c <= 46.941) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BUN >= 10.151 | HbA1cImputeDtMnC >= 25.109) & Pt_ChildT1D >= 17.804) -> BGTestAvgNumMeter >= 12.875) [Discrimination Score: 0.000; Robustness + : 12.875; Robustness - : 12.875; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((HbA1cImputeDtMnC <= 64.690 | TotalDailyInsPerKg <= 0.615) | Pt_GrandparentT1D >= 0.387) & Pt_FatherT1D >= 0.410) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](GFR >= 12.265 | UnitsInsBasalOrLongAct >= 8.422) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((BldPrDia <= 77.213 -> HbA1cImputeDtMnC >= 41.123) | BUN >= 8.176) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BldPrDia >= 72.410 -> NumPumpBolusOrShortAct <= 1.106) & Pt_A1cGoalLevelDsYr5 >= 0.836) -> Pt_InsGov >= 0.710) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((GFR <= 47.704 -> LDL >= 60.440) -> Pt_FatherT1D >= 4.511) & BldPrSys <= 79.031) [Discrimination Score: 0.000; Robustness + : 4.511; Robustness - : 4.511; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BldPrDia <= 78.777 -> HDL <= 66.983) | Pt_A1cGoalLev <= 51.595) & TotChol <= 66.712) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BGTestAvgNumPtRep >= 1.038 & HbA1c >= 7.025) | bmi <= 10.503) & age >= 8.309) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((Pt_A1cGoalLev <= 3.357 | UnitsInsBasalOrLongAct <= 22.670) | Pt_A1cGoalLevelDsYr5 <= 17.744) -> AlbCreatRat_mggNew >= 11.674) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((TSH >= 0.048 -> UnitsInsBasalOrLongAct >= 4.956) -> LDL <= 21.283) & BldPrDia >= 10.127) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((AlbCreatRat_mggNew >= 2.409 & Triglyc >= 15.570) -> AlbCreatRat_mggNew <= 48.494) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((bmi >= 25.784 & TotalDailyInsPerKg >= 0.485) -> bmiZscore <= 0.562) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((bmiZscore <= -0.114 | TotalDailyInsPerKg <= 0.593) -> bmiZscore <= 0.544) & Pt_DKAFlg >= 0.471) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((HbA1c <= 10.205 | NumPumpBolusOrShortAct <= 2.927) | Pt_SHFlg <= 1.817) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](LDL <= 93.230 | UnitsInsBasalOrLongAct <= 23.740) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HeightCm >= 166.987) U[0,1] (TotalDailyInsPerKg <= 0.538)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((age <= 28.565 & BGTestAvgNumPtRep >= 0.730) -> diagAgeCombo >= 1.384) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((HDL <= 56.101 | SMBGperDayPtMeterCombo <= 2.607) | DirectLDL >= 0.086) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLev <= 5.626) U[0,1] (TSH <= 2.188)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((TotalDailyInsPerKg <= 0.535 | TSH <= 2.583) & bmiPerc >= 0.539) [Discrimination Score: 0.000; Robustness + : -0.539; Robustness - : -0.539; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((AlbCreatRat_mggNew <= 5.285 | NumPumpBolusOrShortAct <= 1.390) | Pt_CGMUseNumDays >= 0.629) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](TotalDailyInsPerKg >= 0.486 -> WeightKg >= 70.753) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((HbA1cImputeDtMnC >= 9.834 | Pt_A1cGoalLev <= 5.673) -> NumPumpBolusOrShortAct >= 0.353) & HbA1c >= 0.292) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((age >= 22.633 -> UnitsInsBasalOrLongAct >= 5.457) | Pt_A1cGoalLev >= 0.133) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HbA1cImputeDtMnC <= 68.153 & TSH >= 0.156) & HeightCm <= 3.411) -> HbA1cImputeDtMnC >= 0.889) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BldPrSys <= 119.857 | LDL <= 69.920) [Discrimination Score: 0.000; Robustness + : 119.857; Robustness - : 119.857; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](BldPrDia >= 75.147 -> BldPrSys >= 103.951) [Discrimination Score: 0.000; Robustness + : 75.147; Robustness - : 75.147; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BGTestAvgNumPtRep <= 1.988 | HeightCm >= 167.008) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((NumPumpBolusOrShortAct <= 2.139 | Pt_SHFlg <= 0.507) -> GFR >= 0.019) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep <= 3.880) U[0,1] (bmi >= 25.743)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BGTestAvgNumPtRep >= 0.029 -> bmiZscore >= -0.214) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](BldPrDia >= 72.283 & HbA1c >= 7.674) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((GFR >= 18.407 | HDL <= 68.471) | Pt_SHFlg <= 54.346) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((LDL >= 15.654 | NumPumpBolusOrShortAct >= 0.268) -> WeightKg <= 2.997) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((diabDur <= 24.752) U[1,1] (TSH >= 0.414)) [Discrimination Score: -1.000; Robustness + : 24.752; Robustness - : 24.752; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((GFR >= 7.982 & Triglyc >= 0.061) -> Pt_SiblingT1D >= 19.458) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((diabDur >= 19.488 -> Triglyc >= 31.956) -> HDL >= 30.747) | Pt_SHFlg <= 61.176) [Discrimination Score: 0.000; Robustness + : 61.176; Robustness - : 61.176; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((BGTestAvgNumPtRep <= 2.876 -> Pt_A1cGoalLev >= 0.284) | WeightKg <= 4.067) | HbA1cImputeDtMnC >= 0.050) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((BGTestAvgNumPtRep <= 3.295 & WeightKg >= 71.469) -> BUN <= 73.157) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](GFR <= 46.379 -> TotalDailyInsPerKg <= 0.497) [Discrimination Score: 0.000; Robustness + : -46.379; Robustness - : -46.379; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN <= 15.610) U[1,1] (Pt_SHFlg <= 0.305)) [Discrimination Score: 0.000; Robustness + : 15.610; Robustness - : 15.610; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((NumPumpBolusOrShortAct <= 1.408 -> Pt_A1cGoalLev >= 0.627) & Pt_A1cGoalLevelDsYr5 <= 1.042) [Discrimination Score: 1.000; Robustness + : -1.408; Robustness - : -1.408; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BGTestAvgNumPtRep >= 1.052 & HbA1cImputeDtMnC >= 20.528) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BGTestAvgNumPtRep <= 3.585 -> HDL <= 60.997) -> WeightKg <= 61.834) -> Pt_SHFlg <= 58.668) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HbA1cImputeDtMnC <= 56.541 | UnitsInsBasalOrLongAct <= 25.037) & TotalDailyInsPerKg <= 20.010) | TotChol <= 25.929) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1]((bmiZscore >= -0.210 -> TotChol >= 32.063) -> AlbCreatRat_mggNew >= 89.592) [Discrimination Score: 0.000; Robustness + : 0.210; Robustness - : 0.210; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((bmi <= 26.824 -> TotChol >= 77.582) -> Triglyc >= 101.528) & age <= 118.941) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BldPrSys >= 111.282) U[0,1] (NumPumpBolusOrShortAct <= 2.589)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((age >= 22.470 -> Pt_A1cGoalLev >= 0.142) & TotalDailyInsPerKg <= 2.869) | Pt_MotherT1D <= 4.315) [Discrimination Score: 0.000; Robustness + : 4.315; Robustness - : 4.315; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((bmi <= 26.028 | NumPumpBolusOrShortAct <= 2.910) -> HDL >= 0.668) & BGTestAvgNumPtRep >= 0.256) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((bmiZscore <= 0.051 | NumPumpBolusOrShortAct >= 0.088) | Pt_GrandparentT1D <= 1.229) & Pt_A1cGoalLev <= 1.989) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((TotChol >= 47.440 -> WeightKg >= 72.508) -> BldPrSys >= 71.039) | BGTestAvgNumMeter <= 72.901) [Discrimination Score: -1.665; Robustness + : 53.235; Robustness - : 72.901; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((AlbCreatRat_mggNew >= 1.487 & Pt_A1cGoalLev <= 5.463) & TotChol >= 0.142) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((GFR <= 36.733 | Pt_GrandparentT1D <= 0.261) -> bmi >= 0.059) | Pt_FatherT1D >= 0.222) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((SMBGperDayPtMeterCombo <= 3.619 & Triglyc >= 22.120) & TotalDailyInsPerKg <= 45.172) [Discrimination Score: 0.000; Robustness + : -22.120; Robustness - : -22.120; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((BUN <= 19.848 -> UnitsInsBasalOrLongAct <= 23.233) | age <= 26.894) & Pt_DKAFlg <= 28.566) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AlbCreatRat_mggNew >= 1.032) U[0,1] (HbA1c <= 9.864)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1c <= 9.495) U[1,1] (TotChol >= 84.456)) [Discrimination Score: 0.000; Robustness + : 9.495; Robustness - : 9.495; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HeightCm >= 167.462 | SMBGperDayPtMeterCombo >= 1.010) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((HDL <= 53.752 | WeightKg <= 73.715) -> SMBGperDayPtMeterCombo >= 72.379) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((HDL <= 66.479 & Pt_SHFlg <= 0.286) & Pt_ChildT1D <= 0.611) -> NumPumpBolusOrShortAct <= 0.953) [Discrimination Score: 0.000; Robustness + : -0.953; Robustness - : -0.953; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((SMBGperDayPtMeterCombo >= 1.264 | TotChol <= 159.905) -> BUN >= 86.120) -> Pt_ChildT1D <= 132.345) [Discrimination Score: 0.000; Robustness + : -132.345; Robustness - : -132.345; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((AlbCreatRat_mggNew >= 0.616 | TotChol <= 108.094) & TotChol <= 122.988) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BldPrDia <= 78.015 | TSH <= 1.787) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((HbA1cImputeDtMnC >= 25.176 & TotChol <= 116.610) & WeightKg <= 105.564) -> BGTestAvgNumMeter >= 11.406) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumPtRep <= 2.792) U[1,2] (NumPumpBolusOrShortAct >= 0.784)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](TotChol <= 131.381 | TSH >= 1.564) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Pt_A1cGoalLev >= 0.588) U[1,2] (Triglyc <= 48.903)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BldPrDia >= 74.524 -> HeightCm <= 167.588) [Discrimination Score: 0.000; Robustness + : -167.588; Robustness - : -167.588; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](TotalDailyInsPerKg <= 0.568 -> UnitsInsBasalOrLongAct >= 3.180) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((BUN <= 18.715 | HeightCm >= 167.071) -> Pt_GrandparentT1D >= 167.309) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((BldPrSys >= 105.303 & TotalDailyInsPerKg >= 0.456) & Pt_ChildT1D >= 0.453) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((LDL <= 73.938) U[0,1] (WeightKg <= 74.211)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](((HeightCm <= 167.820 -> TotChol <= 156.479) -> BGTestAvgNumMeter <= 120.726) -> UnitsInsBasalOrLongAct <= 129.404) [Discrimination Score: 0.000; Robustness + : -129.404; Robustness - : -129.404; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((NumPumpBolusOrShortAct <= 2.218 & WeightKg >= 72.071) -> HeightCm <= 74.894) -> LDL <= 73.438) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((AlbCreatRat_mggNew >= 0.461 | BGTestAvgNumMeter <= 2.747) & Pt_CGMUseNumDays >= 1.250) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
