G[0,0](SMBGperDayPtMeterCombo >= 2.024 & BGTestAvgNumPtRep >= 1.623) [Discrimination Score: -1.000; Robustness + : 0.377; Robustness - : 1.377; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((age >= 65.302 | Pt_GrandchildT1D >= 0.168) & bmiPerc >= 0.388) | LDL >= 0.266) [Discrimination Score: 0.000; Robustness + : -0.266; Robustness - : -0.266; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((BUN >= 10.972 -> GFR >= 2.295) | Pt_FatherT1D >= 30.421) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((bmiZscore >= 0.060 -> HbA1cImputeDtMnC <= 57.319) | Triglyc >= 7.037) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((age <= 70.090 | TotalDailyInsPerKg >= 0.384) & Pt_SHFlg <= 0.502) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HbA1cImputeDtMnC >= 2.218 & TotalDailyInsPerKg >= 0.367) & NumPumpBolusOrShortAct <= 0.652) | BGTestAvgNumPtRep >= 0.269) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](AlbCreatRat_mggNew <= 1.311 & HbA1c <= 7.988) [Discrimination Score: -7.000; Robustness + : -15.689; Robustness - : -8.689; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](AlbCreatRat_mggNew >= 0.505 | BGTestAvgNumMeter <= 2.722) [Discrimination Score: 7.000; Robustness + : 16.495; Robustness - : 9.495; Percent Class + : 0.000; Percent Class - : 1.000]
((BUN <= 17.961) U[0,1] (Pt_A1cGoalLev <= 4.492)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter <= 2.526) U[0,2] (Pt_SHFlg >= 0.385)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](bmiZscore <= 0.223 & Pt_GrandparentT1D >= 0.087) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((GFR >= 26.225) U[2,2] (TotalDailyInsPerKg <= 0.607)) [Discrimination Score: 0.000; Robustness + : 0.607; Robustness - : 0.607; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmi >= 28.901 -> Pt_GrandchildT1D <= 0.440) | TSH <= 0.525) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((diabDur <= 18.187 -> TotalDailyInsPerKg >= 0.076) -> Pt_SHFlg <= 0.615) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](bmi >= 28.199 & GFR <= 53.355) [Discrimination Score: 0.000; Robustness + : -28.199; Robustness - : -28.199; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter <= 3.364) U[0,2] (HbA1c >= 7.397)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BldPrSys <= 131.048 & UnitsInsBasalOrLongAct >= 10.072) [Discrimination Score: 0.000; Robustness + : -10.072; Robustness - : -10.072; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumPtRep >= 0.286) U[0,1] (BldPrSys >= 109.906)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Pt_ChildT1D >= 0.023 | WeightKg >= 82.445) -> Pt_A1cGoalLev <= 86.094) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](GFR <= 60.329 & WeightKg >= 77.774) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BldPrSys <= 123.416 -> LDL <= 131.573) [Discrimination Score: 0.000; Robustness + : -131.573; Robustness - : -131.573; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((age <= 68.044 | HeightCm >= 166.366) -> bmiPerc >= 166.108) & SMBGperDayPtMeterCombo >= 166.179) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](((HeightCm >= 166.287 | LDL <= 109.350) & Pt_ChildT1D >= 83.695) -> AutonomicNeuroCl >= 93.907) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](((GFR <= 60.582 | HbA1c <= 8.128) & Pt_SHFlg >= 7.437) | bmiZscore <= 8.231) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((BUN <= 17.125 -> UnitsInsBasalOrLongAct >= 8.324) -> Pt_DKAFlg <= 11.975) -> Pt_GrandchildT1D <= 14.670) [Discrimination Score: -1.000; Robustness + : -14.670; Robustness - : -13.670; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((diabDur <= 18.468 -> HeightCm >= 166.160) & DirectLDL >= 166.427) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BGTestAvgNumPtRep >= 0.379 | BUN <= 17.939) [Discrimination Score: -1.000; Robustness + : 1.621; Robustness - : 2.621; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmiZscore <= 0.162 & NumPumpBolusOrShortAct <= 1.580) -> Pt_FatherT1D >= 0.474) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2]((bmi >= 30.387 | TotalDailyInsPerKg >= 0.213) -> SMBGperDayPtMeterCombo >= 0.056) [Discrimination Score: 0.000; Robustness + : 0.056; Robustness - : 0.056; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((BGTestAvgNumMeter >= 1.632 & Triglyc >= 119.835) & NumPumpBolusOrShortAct >= 131.225) & BGTestAvgNumMeter >= 116.515) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmiZscore >= 0.085 | GFR >= 5.465) -> TotalDailyInsPerKg <= 54.824) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((TotalDailyInsPerKg <= 0.581 | WeightKg <= 84.952) | Pt_InsGov >= 80.167) -> HDL >= 78.562) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((BldPrDia <= 78.017 & TotalDailyInsPerKg >= 0.103) & TotChol <= 0.538) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2]((BGTestAvgNumMeter <= 3.070 & HbA1cImputeDtMnC >= 38.906) & AlbCreatRat_mggNew <= 65.167) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BUN <= 17.784) U[0,2] (Pt_CGMUseNumDays <= 19.643)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Pt_GrandchildT1D <= 0.906 & TotChol <= 158.408) -> Pt_MotherT1D >= 2.050) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BGTestAvgNumMeter <= 3.638 & TotalDailyInsPerKg <= 0.579) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](TotalDailyInsPerKg >= 0.232 & Triglyc >= 128.750) [Discrimination Score: 0.000; Robustness + : -128.750; Robustness - : -128.750; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Pt_SHFlg <= 0.427 | TotChol >= 123.897) & diabDur >= 23.618) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((HbA1cImputeDtMnC >= 6.817 | HeightCm <= 166.746) -> bmiZscore >= 166.225) | HbA1cImputeDtMnC <= 166.917) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BGTestAvgNumPtRep >= 2.300 -> BldPrDia >= 71.308) & BGTestAvgNumPtRep <= 76.890) & TotalDailyInsPerKg <= 81.775) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((BldPrDia <= 80.471 & UnitsInsBasalOrLongAct >= 4.268) & HDL >= 1.692) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((age <= 70.472 | BGTestAvgNumMeter >= 1.087) | HbA1cImputeDtMnC <= 3.749) -> UnitsInsBasalOrLongAct >= 1.770) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((bmiZscore <= 0.248 -> HDL <= 61.228) -> HeightCm <= 66.240) | bmiZscore <= 56.571) [Discrimination Score: 0.000; Robustness + : 56.571; Robustness - : 56.571; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((BUN <= 17.981 & diabDur >= 15.341) & bmiPerc >= 15.002) & diabDur <= 18.732) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](HbA1c <= 8.205 & HbA1cImputeDtMnC <= 77.522) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](HbA1c >= 7.329 & Pt_ChildT1D <= 0.692) [Discrimination Score: 2.320; Robustness + : -5.009; Robustness - : -7.329; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((AlbCreatRat_mggNew >= 0.312 | HbA1cImputeDtMnC <= 64.856) | bmiPerc >= 33.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](((TSH >= 3.140 & UnitsInsBasalOrLongAct <= 21.972) | HDL <= 24.703) & Pt_FatherT1D <= 25.066) [Discrimination Score: -3.206; Robustness + : -3.140; Robustness - : 0.066; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((BUN >= 13.431 | HbA1cImputeDtMnC >= 26.185) & HeightCm >= 9.429) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](HDL <= 50.996 -> SMBGperDayPtMeterCombo <= 3.386) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](bmiZscore >= 0.153 | BUN >= 13.240) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((BGTestAvgNumPtRep <= 3.392 | Pt_ChildT1D <= 0.469) | Pt_SHFlg >= 0.243) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1]((Pt_GrandparentT1D <= 0.876 | UnitsInsBasalOrLongAct <= 22.354) | age >= 5.405) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](TotChol >= 22.263 | UnitsInsBasalOrLongAct <= 16.458) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BGTestAvgNumMeter <= 3.217 & diabDur <= 18.662) -> HeightCm <= 16.770) & Pt_InsGov >= 15.542) [Discrimination Score: 0.000; Robustness + : -16.770; Robustness - : -16.770; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](BGTestAvgNumPtRep >= 0.398 -> HDL >= 49.410) [Discrimination Score: 21.000; Robustness + : -36.590; Robustness - : -57.590; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((BGTestAvgNumPtRep >= 2.162 -> TotChol >= 60.823) | Pt_MotherT1D <= 164.875) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((BGTestAvgNumPtRep >= 0.504) U[0,1] (TSH >= 4.852)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((AlbCreatRat_mggNew <= 0.987 -> diabDur <= 16.490) & NumPumpBolusOrShortAct <= 18.263) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](((GFR <= 36.834 & TotChol <= 149.351) & LDL <= 191.674) & DirectLDL >= 9.583) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BGTestAvgNumMeter <= 3.211 | Pt_CGMUseNumDays <= 22.175) & Pt_InsGov <= 13.734) | Pt_A1cGoalLev <= 20.533) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0]((age <= 67.969 -> BUN >= 12.076) & diagAgeCombo <= 16.753) [Discrimination Score: 35.000; Robustness + : -92.924; Robustness - : -127.924; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((BldPrDia <= 78.807 | LDL <= 139.380) -> WeightKg <= 136.852) | diagAgeCombo >= 97.502) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((HDL >= 44.511 -> UnitsInsBasalOrLongAct <= 25.443) | DirectLDL <= 24.444) -> Pt_SiblingT1D <= 23.833) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((LDL <= 142.528 & SMBGperDayPtMeterCombo <= 3.629) | BGTestAvgNumMeter <= 3.932) | BGTestAvgNumPtRep >= 2.003) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1c >= 7.287) U[1,1] (TotalDailyInsPerKg >= 0.363)) [Discrimination Score: 0.000; Robustness + : -0.363; Robustness - : -0.363; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((BldPrSys <= 122.822 & TSH <= 15.536) | BldPrDia <= 15.174) -> Pt_SHFlg >= 7.435) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Pt_GrandparentT1D <= 0.933 | TotalDailyInsPerKg <= 0.493) | BldPrDia <= 0.515) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((age >= 64.547 -> AlbCreatRat_mggNew <= 1.279) | UnitsInsBasalOrLongAct >= 0.022) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1]((bmi >= 28.029 | BUN >= 13.587) -> BldPrSys <= 15.634) [Discrimination Score: 0.000; Robustness + : -15.634; Robustness - : -15.634; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((age <= 67.934 -> HbA1c >= 7.696) | Pt_DKAFlg >= 7.417) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BGTestAvgNumPtRep <= 3.766 & Pt_CGMUseNumDays <= 24.558) [Discrimination Score: 0.000; Robustness + : -6318.442; Robustness - : -6318.442; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Pt_CGMUseNumDays <= 24.657 | UnitsInsBasalOrLongAct >= 0.738) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((diabDur <= 16.271) U[2,2] (HbA1c <= 8.481)) [Discrimination Score: 0.000; Robustness + : 16.271; Robustness - : 16.271; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((BUN >= 13.005 & WeightKg <= 90.502) | diabDur <= 91.210) -> Pt_InsGov <= 87.897) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((BGTestAvgNumPtRep <= 3.968 | NumPumpBolusOrShortAct >= 0.364) & AlbCreatRat_mggNew <= 0.699) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Pt_A1cGoalLev >= 0.568 -> Pt_GrandparentT1D <= 0.773) & BGTestAvgNumMeter >= 0.130) -> diagAgeCombo >= 0.070) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](TotChol >= 114.176 | TSH <= 27.332) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((SMBGperDayPtMeterCombo >= 2.312 & TSH >= 3.077) -> Pt_SiblingT1D <= 33.334) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((GFR >= 22.874 | Triglyc >= 111.366) -> UnitsInsBasalOrLongAct <= 146.514) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((NumPumpBolusOrShortAct >= 0.029 | UnitsInsBasalOrLongAct <= 22.886) & SMBGperDayPtMeterCombo <= 25.362) -> bmiPerc <= 13.254) [Discrimination Score: 0.000; Robustness + : -22.886; Robustness - : -22.886; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](GFR <= 46.526 | Pt_A1cGoalLev <= 2.793) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((HeightCm <= 166.702 -> NumPumpBolusOrShortAct <= 1.152) | DirectLDL <= 2.071) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 16.741 & TSH >= 0.136) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](((HeightCm >= 166.299 -> TotalDailyInsPerKg >= 0.127) & BGTestAvgNumMeter >= 0.064) | bmi <= 0.480) [Discrimination Score: 0.000; Robustness + : 0.480; Robustness - : 0.480; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2]((AlbCreatRat_mggNew <= 2.304 -> BldPrSys <= 133.707) -> DirectLDL >= 112.071) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((NumPumpBolusOrShortAct <= 2.216 -> Triglyc <= 159.446) & bmiPerc <= 142.928) [Discrimination Score: 0.000; Robustness + : -159.446; Robustness - : -159.446; Percent Class + : 0.000; Percent Class - : 1.000]
((NumPumpBolusOrShortAct >= 0.429) U[0,2] (SMBGperDayPtMeterCombo >= 2.679)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((AlbCreatRat_mggNew <= 1.676 & Triglyc >= 124.698) & Pt_A1cGoalLevelDsYr5 >= 106.285) -> GFR <= 160.147) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((HbA1c >= 7.373) U[1,2] (TSH >= 0.774)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((NumPumpBolusOrShortAct <= 2.501 | WeightKg <= 90.476) | Pt_GrandparentT1D >= 76.849) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Pt_SHFlg <= 0.910 | Triglyc >= 132.507) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((bmi <= 31.639 & NumPumpBolusOrShortAct >= 0.534) & BldPrDia <= 2.706) & Pt_CGMUseNumDays >= 0.590) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((BGTestAvgNumMeter <= 2.531 & GFR <= 44.034) & bmi <= 49.119) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](((LDL >= 80.977 | UnitsInsBasalOrLongAct >= 9.748) & Pt_MotherT1D <= 22.294) & SMBGperDayPtMeterCombo >= 8.799) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2]((BldPrDia >= 70.047 & HDL >= 50.356) | Pt_DKAFlg >= 48.491) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](((bmiZscore <= 0.191 -> Pt_A1cGoalLev <= 3.966) & Pt_GrandchildT1D >= 0.399) -> Triglyc <= 3.040) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((bmiZscore >= -0.056 -> TotalDailyInsPerKg <= 0.612) | BUN <= 0.591) -> LDL <= 0.640) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Pt_A1cGoalLev <= 4.126 -> WeightKg <= 86.228) | Triglyc >= 79.399) -> age <= 84.771) [Discrimination Score: 0.000; Robustness + : -84.771; Robustness - : -84.771; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((HeightCm <= 166.786 & Pt_A1cGoalLev <= 3.440) | TSH <= 5.114) & Pt_A1cGoalLevelDsYr5 <= 2.245) [Discrimination Score: 0.000; Robustness + : 2.245; Robustness - : 2.245; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](((BGTestAvgNumPtRep >= 1.020 & LDL >= 94.725) | BGTestAvgNumPtRep >= 76.334) -> WeightKg <= 137.582) [Discrimination Score: 0.000; Robustness + : -137.582; Robustness - : -137.582; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((bmi <= 32.746 -> Pt_A1cGoalLev <= 5.601) | BUN >= 0.681) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((HeightCm <= 166.613 & Pt_GrandchildT1D >= 0.172) | HeightCm <= 0.563) [Discrimination Score: 0.000; Robustness + : 0.563; Robustness - : 0.563; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](GFR <= 49.391 -> HeightCm <= 166.889) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((BldPrSys <= 135.745 | HDL <= 56.948) & Pt_InsGov <= 66.526) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](((HbA1cImputeDtMnC <= 76.730 | Triglyc <= 157.077) -> Pt_SHFlg <= 149.909) | DirectLDL >= 109.065) [Discrimination Score: -1.000; Robustness + : 56.935; Robustness - : 57.935; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2]((BUN <= 16.705 | Pt_InsGov <= 0.728) | Pt_SiblingT1D >= 0.258) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HDL >= 49.885) U[2,2] (WeightKg >= 80.266)) [Discrimination Score: 0.000; Robustness + : -49.885; Robustness - : -49.885; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((bmi <= 31.741 -> HDL <= 61.532) | diagAgeCombo >= 49.970) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((LDL <= 102.643 & WeightKg >= 82.991) & DirectLDL <= 89.518) -> UnitsInsBasalOrLongAct <= 89.119) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](((BGTestAvgNumMeter >= 1.590 -> bmi <= 31.745) -> Pt_A1cGoalLev <= 32.297) & age >= 28.759) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((HeightCm <= 166.991) U[2,2] (TSH <= 20.389)) [Discrimination Score: 0.000; Robustness + : 166.991; Robustness - : 166.991; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1]((HbA1c >= 7.470 & LDL <= 112.940) | BGTestAvgNumPtRep <= 136.624) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Pt_SHFlg >= 0.106 & TotalDailyInsPerKg <= 0.519) & HeightCm <= 0.538) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BGTestAvgNumMeter <= 3.899) U[1,1] (WeightKg >= 80.435)) [Discrimination Score: 0.000; Robustness + : 3.899; Robustness - : 3.899; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((HDL >= 50.610 | Triglyc >= 113.436) | BGTestAvgNumPtRep <= 137.890) & BUN <= 137.758) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](bmi <= 31.824 -> LDL >= 79.051) [Discrimination Score: 0.000; Robustness + : -31.824; Robustness - : -31.824; Percent Class + : 1.000; Percent Class - : 0.000]
