,Missed Client Rules
383,"G[0,0]((BLOOD_UREA_NITROGEN <= 0.000 -> SBP <= 0.000))"
384,"G[0,0]((BLOOD_UREA_NITROGEN <= 0.000 -> n_evts <= 0.000))"
385,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 -> HEMOGLOBIN <= 0.000))"
386,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 -> SBP >= 0.000))"
387,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 -> n_edrk >= 0.000))"
388,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 -> tte >= 0.000))"
389,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 | cosen >= 0.000))"
390,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 | dfa <= 0.000))"
391,"G[0,0]((BLOOD_UREA_NITROGEN >= 0.000 | n_edrk >= 0.000))"
392,"G[0,0]((CALCIUM <= 0.000 -> HEMOGLOBIN >= 0.000))"
393,"G[0,0]((CALCIUM <= 0.000 | edrk <= 0.000))"
394,"G[0,0]((CALCIUM >= 0.000 -> CO2 <= 0.000))"
395,"G[0,0]((CALCIUM >= 0.000 -> n_evts <= 0.000))"
396,"G[0,0]((CALCIUM >= 0.000 | GLUCOSE <= 0.000))"
397,"G[0,0]((CALCIUM >= 0.000 | PROTIME_INR >= 0.000))"
398,"G[0,0]((CHLORIDE <= 0.000 -> GLUCOSE <= 0.000))"
399,"G[0,0]((CHLORIDE <= 0.000 -> O2_Flow <= 0.000))"
400,"G[0,0]((CHLORIDE <= 0.000 | GLUCOSE <= 0.000))"
401,"G[0,0]((CHLORIDE <= 0.000 | PHOSPHORUS <= 0.000))"
402,"G[0,0]((CHLORIDE <= 0.000 | SBP <= 0.000))"
403,"G[0,0]((CHLORIDE >= 0.000 | CO2 <= 0.000))"
404,"G[0,0]((CHLORIDE >= 0.000 | PLATELET_COUNT >= 0.000))"
405,"G[0,0]((CO2 >= 0.000 | LOS <= 0.000))"
406,"G[0,0]((CO2 >= 0.000 | lds >= 0.000))"
407,"G[0,0]((CO2 >= 0.000 | n_evts <= 0.000))"
408,"G[0,0]((CREATININE <= 0.000 -> SODIUM <= 0.000))"
409,"G[0,0]((CREATININE <= 0.000 -> n_edrk >= 0.000))"
410,"G[0,0]((CREATININE <= 0.000 | Mort <= 0.000))"
411,"G[0,0]((CREATININE <= 0.000 | lds <= 0.000))"
412,"G[0,0]((CREATININE >= 0.000 -> HEMOGLOBIN <= 0.000))"
413,"G[0,0]((CREATININE >= 0.000 -> Pulse <= 0.000))"
414,"G[0,0]((CREATININE >= 0.000 -> y <= 0.000))"
415,"G[0,0]((CREATININE >= 0.000 | Glasgow_Coma_Scale_Total <= 0.000))"
416,"G[0,0]((GLUCOSE <= 0.000 -> Resp >= 0.000))"
417,"G[0,0]((GLUCOSE <= 0.000 -> n_evts <= 0.000))"
418,"G[0,0]((GLUCOSE <= 0.000 | WHITE_BLOOD_CELL_COUNT >= 0.000))"
419,"G[0,0]((Glasgow_Coma_Scale_Total <= 0.000 -> SODIUM >= 0.000))"
420,"G[0,0]((Glasgow_Coma_Scale_Total <= 0.000 -> s24_hr <= 0.000))"
421,"G[0,0]((Glasgow_Coma_Scale_Total <= 0.000 -> s2_edrk >= 0.000))"
422,"G[0,0]((Glasgow_Coma_Scale_Total <= 0.000 | ICU_Pt_Days <= 0.000))"
423,"G[0,0]((Glasgow_Coma_Scale_Total <= 0.000 | Temp >= 0.000))"
424,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 & ICU_Pt_Days <= 0.000))"
425,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 & MET <= 0.000))"
426,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 & n_evts <= 0.000))"
427,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 & s24_edrk >= 0.000))"
428,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 & y <= 0.000))"
429,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 -> LOS >= 0.000))"
430,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 -> n_edrk >= 0.000))"
431,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 | Mort >= 0.000))"
432,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 | Resp <= 0.000))"
433,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 | WHITE_BLOOD_CELL_COUNT >= 0.000))"
434,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 | hr >= 0.000))"
435,"G[0,0]((Glasgow_Coma_Scale_Total >= 0.000 | n_evts >= 0.000))"
436,"G[0,0]((HEMOGLOBIN <= 0.000 -> Mort <= 0.000))"
437,"G[0,0]((HEMOGLOBIN <= 0.000 -> hr <= 0.000))"
438,"G[0,0]((HEMOGLOBIN <= 0.000 | SpO2 <= 0.000))"
439,"G[0,0]((HEMOGLOBIN >= 0.000 -> Resp >= 0.000))"
440,"G[0,0]((HEMOGLOBIN >= 0.000 | hr <= 0.000))"
441,"G[0,0]((HEMOGLOBIN >= 0.000 | n_edrk >= 0.000))"
442,"G[0,0]((HEMOGLOBIN >= 0.000 | n_evts <= 0.000))"
443,"G[0,0]((ICU_Pt_Days <= 0.000 & n_evts <= 0.000))"
444,"G[0,0]((ICU_Pt_Days <= 0.000 -> n_edrk >= 0.000))"
445,"G[0,0]((ICU_Pt_Days <= 0.000 -> s2_edrk >= 0.000))"
446,"G[0,0]((ICU_Pt_Days <= 0.000 -> s8_edrk >= 0.000))"
447,"G[0,0]((ICU_Pt_Days <= 0.000 | O2_Flow >= 0.000))"
448,"G[0,0]((ICU_Pt_Days <= 0.000 | PARTIAL_THROMBOPLASTIN_TIME <= 0.000))"
449,"G[0,0]((ICU_Pt_Days <= 0.000 | s24_hr >= 0.000))"
450,"G[0,0]((ICU_Pt_Days <= 0.000 | s2_edrk >= 0.000))"
451,"G[0,0]((ICU_Pt_Days >= 0.000 & n_evts <= 0.000))"
452,"G[0,0]((ICU_Pt_Days >= 0.000 -> O2_Flow <= 0.000))"
453,"G[0,0]((ICU_Pt_Days >= 0.000 -> s2_edrk <= 0.000))"
454,"G[0,0]((ICU_Pt_Days >= 0.000 | n_evts <= 0.000))"
455,"G[0,0]((ICU_Pt_Days >= 0.000 | s24_edrk >= 0.000))"
456,"G[0,0]((LOS <= 0.000 & O2_Flow <= 0.000))"
457,"G[0,0]((LOS <= 0.000 & Resp <= 0.000))"
458,"G[0,0]((LOS <= 0.000 & s24_hr <= 0.000))"
459,"G[0,0]((LOS <= 0.000 & s8_edrk >= 0.000))"
460,"G[0,0]((LOS <= 0.000 -> Temp >= 0.000))"
461,"G[0,0]((LOS <= 0.000 | n_evts >= 0.000))"
462,"G[0,0]((LOS <= 0.000 | s24_edrk <= 0.000))"
463,"G[0,0]((LOS <= 0.000 | s8_hr <= 0.000))"
464,"G[0,0]((LOS >= 0.000 & SBP >= 0.000))"
465,"G[0,0]((LOS >= 0.000 & s24_edrk >= 0.000))"
466,"G[0,0]((LOS >= 0.000 | PHOSPHORUS >= 0.000))"
467,"G[0,0]((LOS >= 0.000 | n_edrk >= 0.000))"
468,"G[0,0]((MAGNESIUM <= 0.000 -> Temp >= 0.000))"
469,"G[0,0]((MAGNESIUM >= 0.000 -> SBP >= 0.000))"
470,"G[0,0]((MAGNESIUM >= 0.000 | O2_Flow <= 0.000))"
471,"G[0,0]((MAGNESIUM >= 0.000 | SpO2 <= 0.000))"
472,"G[0,0]((MAGNESIUM >= 0.000 | tte >= 0.000))"
473,"G[0,0]((MET <= 0.000 -> Pulse <= 0.000))"
474,"G[0,0]((MET <= 0.000 -> n_evts <= 0.000))"
475,"G[0,0]((MET <= 0.000 | Resp >= 0.000))"
476,"G[0,0]((MET <= 0.000 | n_evts >= 0.000))"
477,"G[0,0]((MET <= 0.000 | tte >= 0.000))"
478,"G[0,0]((MET >= 0.000 -> Mort >= 0.000))"
479,"G[0,0]((MET >= 0.000 -> s24_edrk >= 0.000))"
480,"G[0,0]((MET >= 0.000 -> y <= 0.000))"
481,"G[0,0]((MET >= 0.000 | Pulse >= 0.000))"
482,"G[0,0]((MET >= 0.000 | SpO2 >= 0.000))"
483,"G[0,0]((MET >= 0.000 | n_evts <= 0.000))"
484,"G[0,0]((MET >= 0.000 | s2_edrk >= 0.000))"
485,"G[0,0]((MET >= 0.000 | s8_edrk >= 0.000))"
486,"G[0,0]((MET >= 0.000 | y <= 0.000))"
487,"G[0,0]((Mort <= 0.000 & O2_Flow <= 0.000))"
488,"G[0,0]((Mort <= 0.000 & SBP <= 0.000))"
489,"G[0,0]((Mort <= 0.000 & SpO2 >= 0.000))"
490,"G[0,0]((Mort <= 0.000 & Temp >= 0.000))"
491,"G[0,0]((Mort <= 0.000 & y <= 0.000))"
492,"G[0,0]((Mort <= 0.000 -> n_edrk >= 0.000))"
493,"G[0,0]((Mort <= 0.000 | O2_Flow >= 0.000))"
494,"G[0,0]((Mort <= 0.000 | PHOSPHORUS >= 0.000))"
495,"G[0,0]((Mort <= 0.000 | s8_hr >= 0.000))"
496,"G[0,0]((Mort >= 0.000 -> SBP <= 0.000))"
497,"G[0,0]((Mort >= 0.000 -> SpO2 >= 0.000))"
498,"G[0,0]((Mort >= 0.000 -> n_edrk >= 0.000))"
499,"G[0,0]((Mort >= 0.000 | n_evts <= 0.000))"
500,"G[0,0]((O2_Flow <= 0.000 & Pulse <= 0.000))"
501,"G[0,0]((O2_Flow <= 0.000 & s24_hr >= 0.000))"
502,"G[0,0]((O2_Flow <= 0.000 -> s24_edrk >= 0.000))"
503,"G[0,0]((O2_Flow <= 0.000 -> s2_edrk >= 0.000))"
504,"G[0,0]((O2_Flow <= 0.000 -> s8_edrk >= 0.000))"
505,"G[0,0]((O2_Flow <= 0.000 | SpO2 >= 0.000))"
506,"G[0,0]((O2_Flow <= 0.000 | s24_edrk <= 0.000))"
507,"G[0,0]((O2_Flow <= 0.000 | s8_edrk >= 0.000))"
508,"G[0,0]((O2_Flow >= 0.000 -> POTASSIUM <= 0.000))"
509,"G[0,0]((O2_Flow >= 0.000 -> Resp <= 0.000))"
510,"G[0,0]((O2_Flow >= 0.000 -> s2_edrk <= 0.000))"
511,"G[0,0]((O2_Flow >= 0.000 | Resp <= 0.000))"
512,"G[0,0]((O2_Flow >= 0.000 | Temp >= 0.000))"
513,"G[0,0]((PARTIAL_THROMBOPLASTIN_TIME <= 0.000 -> Temp <= 0.000))"
514,"G[0,0]((PHOSPHORUS <= 0.000 -> POTASSIUM <= 0.000))"
515,"G[0,0]((PHOSPHORUS <= 0.000 -> srr >= 0.000))"
516,"G[0,0]((PHOSPHORUS >= 0.000 | Resp >= 0.000))"
517,"G[0,0]((PLATELET_COUNT <= 0.000 -> Temp >= 0.000))"
518,"G[0,0]((PLATELET_COUNT <= 0.000 | SODIUM >= 0.000))"
519,"G[0,0]((PLATELET_COUNT >= 0.000 -> tte >= 0.000))"
520,"G[0,0]((PLATELET_COUNT >= 0.000 -> y <= 0.000))"
521,"G[0,0]((POTASSIUM <= 0.000 -> y <= 0.000))"
522,"G[0,0]((POTASSIUM >= 0.000 -> SBP <= 0.000))"
523,"G[0,0]((PROTIME_INR <= 0.000 -> srr <= 0.000))"
524,"G[0,0]((PROTIME_INR >= 0.000 -> y <= 0.000))"
525,"G[0,0]((Pulse <= 0.000 -> y <= 0.000))"
526,"G[0,0]((Pulse <= 0.000 | SBP <= 0.000))"
527,"G[0,0]((Pulse <= 0.000 | s24_edrk <= 0.000))"
528,"G[0,0]((Pulse <= 0.000 | y <= 0.000))"
529,"G[0,0]((Pulse >= 0.000 & y <= 0.000))"
530,"G[0,0]((Pulse >= 0.000 -> WHITE_BLOOD_CELL_COUNT <= 0.000))"
531,"G[0,0]((Pulse >= 0.000 -> s2_edrk <= 0.000))"
532,"G[0,0]((Pulse >= 0.000 -> s8_edrk >= 0.000))"
533,"G[0,0]((Pulse >= 0.000 | Resp >= 0.000))"
534,"G[0,0]((Pulse >= 0.000 | SODIUM <= 0.000))"
535,"G[0,0]((Resp <= 0.000 & s2_edrk >= 0.000))"
536,"G[0,0]((Resp <= 0.000 -> SpO2 >= 0.000))"
537,"G[0,0]((Resp <= 0.000 -> s24_edrk >= 0.000))"
538,"G[0,0]((Resp >= 0.000 -> s8_edrk <= 0.000))"
539,"G[0,0]((Resp >= 0.000 -> s8_edrk >= 0.000))"
540,"G[0,0]((Resp >= 0.000 | s2_edrk >= 0.000))"
541,"G[0,0]((Resp >= 0.000 | srr >= 0.000))"
542,"G[0,0]((SBP <= 0.000 -> tte >= 0.000))"
543,"G[0,0]((SBP <= 0.000 -> y <= 0.000))"
544,"G[0,0]((SBP <= 0.000 | SODIUM <= 0.000))"
545,"G[0,0]((SBP <= 0.000 | y >= 0.000))"
546,"G[0,0]((SBP >= 0.000 & SpO2 >= 0.000))"
547,"G[0,0]((SBP >= 0.000 & tte >= 0.000))"
548,"G[0,0]((SBP >= 0.000 | SpO2 >= 0.000))"
549,"G[0,0]((SODIUM <= 0.000 | tte >= 0.000))"
550,"G[0,0]((SODIUM >= 0.000 | WHITE_BLOOD_CELL_COUNT <= 0.000))"
551,"G[0,0]((SpO2 <= 0.000 | srr <= 0.000))"
552,"G[0,0]((SpO2 <= 0.000 | srr >= 0.000))"
553,"G[0,0]((SpO2 >= 0.000 & y <= 0.000))"
554,"G[0,0]((WHITE_BLOOD_CELL_COUNT <= 0.000 -> y <= 0.000))"
555,"G[0,0]((af <= 0.000 & direct <= 0.000))"
556,"G[0,0]((af <= 0.000 & y <= 0.000))"
557,"G[0,0]((af <= 0.000 | lds >= 0.000))"
558,"G[0,0]((af >= 0.000 | ICU_Pt_Days <= 0.000))"
559,"G[0,0]((af >= 0.000 | LOS <= 0.000))"
560,"G[0,0]((af >= 0.000 | direct <= 0.000))"
561,"G[0,0]((af >= 0.000 | direct >= 0.000))"
562,"G[0,0]((af >= 0.000 | edrk >= 0.000))"
563,"G[0,0]((cosen <= 0.000 & s8_edrk <= 0.000))"
564,"G[0,0]((cosen <= 0.000 -> LOS <= 0.000))"
565,"G[0,0]((cosen <= 0.000 | tte <= 0.000))"
566,"G[0,0]((cosen >= 0.000 -> LOS >= 0.000))"
567,"G[0,0]((cosen >= 0.000 -> PROTIME_INR >= 0.000))"
568,"G[0,0]((cosen >= 0.000 -> Temp >= 0.000))"
569,"G[0,0]((cosen >= 0.000 -> death <= 0.000))"
570,"G[0,0]((cosen >= 0.000 -> direct <= 0.000))"
571,"G[0,0]((cosen >= 0.000 -> lds <= 0.000))"
572,"G[0,0]((cosen >= 0.000 | PARTIAL_THROMBOPLASTIN_TIME >= 0.000))"
573,"G[0,0]((cosen >= 0.000 | death >= 0.000))"
574,"G[0,0]((cosen >= 0.000 | n_edrk <= 0.000))"
575,"G[0,0]((death <= 0.000 & Mort <= 0.000))"
576,"G[0,0]((death <= 0.000 & Pulse <= 0.000))"
577,"G[0,0]((death <= 0.000 & SpO2 >= 0.000))"
578,"G[0,0]((death <= 0.000 & hr <= 0.000))"
579,"G[0,0]((death <= 0.000 & n_edrk >= 0.000))"
580,"G[0,0]((death <= 0.000 & s2_edrk <= 0.000))"
581,"G[0,0]((death <= 0.000 & s8_edrk <= 0.000))"
582,"G[0,0]((death <= 0.000 & s8_hr >= 0.000))"
583,"G[0,0]((death <= 0.000 -> direct <= 0.000))"
584,"G[0,0]((death <= 0.000 -> n_evts <= 0.000))"
585,"G[0,0]((death <= 0.000 -> s24_edrk >= 0.000))"
586,"G[0,0]((death <= 0.000 -> s2_edrk >= 0.000))"
587,"G[0,0]((death <= 0.000 -> tte >= 0.000))"
588,"G[0,0]((death <= 0.000 | LOS >= 0.000))"
589,"G[0,0]((death <= 0.000 | Pulse >= 0.000))"
590,"G[0,0]((death <= 0.000 | tte >= 0.000))"
591,"G[0,0]((death >= 0.000 -> Glasgow_Coma_Scale_Total <= 0.000))"
592,"G[0,0]((death >= 0.000 -> Mort <= 0.000))"
593,"G[0,0]((death >= 0.000 -> edrk <= 0.000))"
594,"G[0,0]((death >= 0.000 -> n_evts >= 0.000))"
595,"G[0,0]((death >= 0.000 -> s8_edrk >= 0.000))"
596,"G[0,0]((death >= 0.000 -> srr <= 0.000))"
597,"G[0,0]((death >= 0.000 -> tte <= 0.000))"
598,"G[0,0]((death >= 0.000 | Glasgow_Coma_Scale_Total >= 0.000))"
599,"G[0,0]((death >= 0.000 | Resp <= 0.000))"
600,"G[0,0]((death >= 0.000 | SBP <= 0.000))"
601,"G[0,0]((death >= 0.000 | s2_edrk >= 0.000))"
602,"G[0,0]((dfa <= 0.000 -> srr <= 0.000))"
603,"G[0,0]((dfa <= 0.000 | s8_edrk <= 0.000))"
604,"G[0,0]((dfa >= 0.000 & LOS >= 0.000))"
605,"G[0,0]((dfa >= 0.000 -> SpO2 >= 0.000))"
606,"G[0,0]((dfa >= 0.000 -> n_evts <= 0.000))"
607,"G[0,0]((dfa >= 0.000 -> s24_edrk >= 0.000))"
608,"G[0,0]((direct <= 0.000 & LOS <= 0.000))"
609,"G[0,0]((direct <= 0.000 & Resp <= 0.000))"
610,"G[0,0]((direct <= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
611,"G[0,0]((direct <= 0.000 & edrk <= 0.000))"
612,"G[0,0]((direct <= 0.000 & n_edrk >= 0.000))"
613,"G[0,0]((direct <= 0.000 & s24_edrk >= 0.000))"
614,"G[0,0]((direct <= 0.000 -> ICU_Pt_Days <= 0.000))"
615,"G[0,0]((direct <= 0.000 -> LOS >= 0.000))"
616,"G[0,0]((direct <= 0.000 -> Pulse <= 0.000))"
617,"G[0,0]((direct <= 0.000 -> Temp <= 0.000))"
618,"G[0,0]((direct <= 0.000 -> y <= 0.000))"
619,"G[0,0]((direct <= 0.000 | LOS <= 0.000))"
620,"G[0,0]((direct <= 0.000 | O2_Flow >= 0.000))"
621,"G[0,0]((direct <= 0.000 | SODIUM <= 0.000))"
622,"G[0,0]((direct <= 0.000 | SpO2 <= 0.000))"
623,"G[0,0]((direct <= 0.000 | Temp <= 0.000))"
624,"G[0,0]((direct <= 0.000 | Temp >= 0.000))"
625,"G[0,0]((direct <= 0.000 | lds <= 0.000))"
626,"G[0,0]((direct <= 0.000 | y <= 0.000))"
627,"G[0,0]((direct >= 0.000 -> HEMOGLOBIN >= 0.000))"
628,"G[0,0]((direct >= 0.000 -> LOS <= 0.000))"
629,"G[0,0]((direct >= 0.000 -> PHOSPHORUS >= 0.000))"
630,"G[0,0]((direct >= 0.000 -> SpO2 <= 0.000))"
631,"G[0,0]((direct >= 0.000 -> hr <= 0.000))"
632,"G[0,0]((direct >= 0.000 -> hr >= 0.000))"
633,"G[0,0]((direct >= 0.000 -> n_edrk >= 0.000))"
634,"G[0,0]((direct >= 0.000 -> tte >= 0.000))"
635,"G[0,0]((direct >= 0.000 | Glasgow_Coma_Scale_Total >= 0.000))"
636,"G[0,0]((direct >= 0.000 | hr <= 0.000))"
637,"G[0,0]((direct >= 0.000 | n_edrk >= 0.000))"
638,"G[0,0]((direct >= 0.000 | tte >= 0.000))"
639,"G[0,0]((edrk <= 0.000 | GLUCOSE <= 0.000))"
640,"G[0,0]((edrk <= 0.000 | Glasgow_Coma_Scale_Total <= 0.000))"
641,"G[0,0]((edrk <= 0.000 | MET <= 0.000))"
642,"G[0,0]((edrk <= 0.000 | n_evts >= 0.000))"
643,"G[0,0]((edrk <= 0.000 | s8_hr <= 0.000))"
644,"G[0,0]((edrk >= 0.000 & s24_edrk >= 0.000))"
645,"G[0,0]((edrk >= 0.000 -> LOS >= 0.000))"
646,"G[0,0]((edrk >= 0.000 -> MET <= 0.000))"
647,"G[0,0]((edrk >= 0.000 -> Mort <= 0.000))"
648,"G[0,0]((edrk >= 0.000 -> s8_edrk >= 0.000))"
649,"G[0,0]((edrk >= 0.000 | SODIUM >= 0.000))"
650,"G[0,0]((hr <= 0.000 & ICU_Pt_Days <= 0.000))"
651,"G[0,0]((hr <= 0.000 & Mort <= 0.000))"
652,"G[0,0]((hr <= 0.000 & Resp >= 0.000))"
653,"G[0,0]((hr <= 0.000 & Temp <= 0.000))"
654,"G[0,0]((hr <= 0.000 & n_evts <= 0.000))"
655,"G[0,0]((hr <= 0.000 & s24_hr >= 0.000))"
656,"G[0,0]((hr <= 0.000 & s8_hr >= 0.000))"
657,"G[0,0]((hr <= 0.000 & tte >= 0.000))"
658,"G[0,0]((hr <= 0.000 -> O2_Flow <= 0.000))"
659,"G[0,0]((hr <= 0.000 -> y <= 0.000))"
660,"G[0,0]((hr <= 0.000 | MET >= 0.000))"
661,"G[0,0]((hr <= 0.000 | PHOSPHORUS >= 0.000))"
662,"G[0,0]((hr <= 0.000 | n_evts <= 0.000))"
663,"G[0,0]((hr >= 0.000 & Pulse >= 0.000))"
664,"G[0,0]((hr >= 0.000 -> Resp >= 0.000))"
665,"G[0,0]((hr >= 0.000 -> n_edrk >= 0.000))"
666,"G[0,0]((hr >= 0.000 -> s24_hr <= 0.000))"
667,"G[0,0]((hr >= 0.000 | MAGNESIUM >= 0.000))"
668,"G[0,0]((hr >= 0.000 | y <= 0.000))"
669,"G[0,0]((lds <= 0.000 & y <= 0.000))"
670,"G[0,0]((lds <= 0.000 -> Mort <= 0.000))"
671,"G[0,0]((lds <= 0.000 -> Pulse <= 0.000))"
672,"G[0,0]((lds <= 0.000 | n_edrk >= 0.000))"
673,"G[0,0]((lds >= 0.000 -> y <= 0.000))"
674,"G[0,0]((lds >= 0.000 | LOS >= 0.000))"
675,"G[0,0]((n_edrk <= 0.000 -> PHOSPHORUS <= 0.000))"
676,"G[0,0]((n_edrk <= 0.000 -> POTASSIUM >= 0.000))"
677,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT <= 0.000))"
678,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
679,"G[0,0]((n_edrk <= 0.000 | PLATELET_COUNT >= 0.000))"
680,"G[0,0]((n_edrk <= 0.000 | Pulse <= 0.000))"
681,"G[0,0]((n_edrk <= 0.000 | tte >= 0.000))"
682,"G[0,0]((n_edrk <= 0.000 | y <= 0.000))"
683,"G[0,0]((n_edrk >= 0.000 & SpO2 >= 0.000))"
684,"G[0,0]((n_edrk >= 0.000 -> n_evts <= 0.000))"
685,"G[0,0]((n_edrk >= 0.000 | SBP >= 0.000))"
686,"G[0,0]((n_evts <= 0.000 & O2_Flow <= 0.000))"
687,"G[0,0]((n_evts <= 0.000 & Temp >= 0.000))"
688,"G[0,0]((n_evts <= 0.000 -> Resp >= 0.000))"
689,"G[0,0]((n_evts <= 0.000 | O2_Flow >= 0.000))"
690,"G[0,0]((n_evts <= 0.000 | POTASSIUM >= 0.000))"
691,"G[0,0]((n_evts <= 0.000 | SODIUM <= 0.000))"
692,"G[0,0]((n_evts <= 0.000 | WHITE_BLOOD_CELL_COUNT <= 0.000))"
693,"G[0,0]((n_evts <= 0.000 | y <= 0.000))"
694,"G[0,0]((n_evts >= 0.000 -> PLATELET_COUNT <= 0.000))"
695,"G[0,0]((n_evts >= 0.000 -> Pulse >= 0.000))"
696,"G[0,0]((n_evts >= 0.000 -> SBP <= 0.000))"
697,"G[0,0]((n_evts >= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
698,"G[0,0]((n_evts >= 0.000 -> srr >= 0.000))"
699,"G[0,0]((n_evts >= 0.000 | SBP <= 0.000))"
700,"G[0,0]((s24_edrk <= 0.000 -> s2_edrk <= 0.000))"
701,"G[0,0]((s24_edrk <= 0.000 | s2_edrk <= 0.000))"
702,"G[0,0]((s24_edrk <= 0.000 | s2_edrk >= 0.000))"
703,"G[0,0]((s24_edrk <= 0.000 | s8_edrk <= 0.000))"
704,"G[0,0]((s24_hr <= 0.000 | s2_hr <= 0.000))"
705,"G[0,0]((s2_edrk <= 0.000 | s8_edrk <= 0.000))"
706,"G[0,0]((s2_hr >= 0.000 | s8_hr >= 0.000))"
707,"G[0,0]((s8_hr >= 0.000 -> Temp <= 0.000))"
708,"G[0,0]((s8_hr >= 0.000 | y >= 0.000))"
