,Missed Client Rules
359,"G[0,0]((death >= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
360,"G[0,0]((death >= 0.000 -> n_evts >= 0.000))"
361,"G[0,0]((death >= 0.000 | MET <= 0.000))"
362,"G[0,0]((death >= 0.000 | Resp <= 0.000))"
363,"G[0,0]((dfa <= 0.000 & POTASSIUM <= 0.000))"
364,"G[0,0]((dfa <= 0.000 | PHOSPHORUS <= 0.000))"
365,"G[0,0]((dfa <= 0.000 | POTASSIUM >= 0.000))"
366,"G[0,0]((dfa <= 0.000 | s8_edrk <= 0.000))"
367,"G[0,0]((dfa >= 0.000 | SpO2 >= 0.000))"
368,"G[0,0]((direct <= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
369,"G[0,0]((direct <= 0.000 & n_edrk >= 0.000))"
370,"G[0,0]((direct <= 0.000 | LOS <= 0.000))"
371,"G[0,0]((direct <= 0.000 | lds <= 0.000))"
372,"G[0,0]((direct >= 0.000 -> n_evts <= 0.000))"
373,"G[0,0]((edrk <= 0.000 | LACTIC_ACID <= 0.000))"
374,"G[0,0]((edrk <= 0.000 | SBP >= 0.000))"
375,"G[0,0]((edrk >= 0.000 & Glasgow_Coma_Scale_Total >= 0.000))"
376,"G[0,0]((edrk >= 0.000 -> s8_edrk <= 0.000))"
377,"G[0,0]((edrk >= 0.000 | hr <= 0.000))"
378,"G[0,0]((hr <= 0.000 & Temp <= 0.000))"
379,"G[0,0]((hr <= 0.000 & n_evts <= 0.000))"
380,"G[0,0]((hr <= 0.000 | PHOSPHORUS >= 0.000))"
381,"G[0,0]((hr <= 0.000 | SBP <= 0.000))"
382,"G[0,0]((hr >= 0.000 & Pulse >= 0.000))"
383,"G[0,0]((hr >= 0.000 & WHITE_BLOOD_CELL_COUNT >= 0.000))"
384,"G[0,0]((hr >= 0.000 -> Resp >= 0.000))"
385,"G[0,0]((hr >= 0.000 -> s24_hr >= 0.000))"
386,"G[0,0]((hr >= 0.000 -> s8_hr <= 0.000))"
387,"G[0,0]((hr >= 0.000 | PLATELET_COUNT <= 0.000))"
388,"G[0,0]((lds <= 0.000 & SBP >= 0.000))"
389,"G[0,0]((n_edrk <= 0.000 -> PHOSPHORUS <= 0.000))"
390,"G[0,0]((n_edrk <= 0.000 -> SpO2 >= 0.000))"
391,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT <= 0.000))"
392,"G[0,0]((n_edrk <= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
393,"G[0,0]((n_edrk <= 0.000 | y <= 0.000))"
394,"G[0,0]((n_edrk >= 0.000 & SBP <= 0.000))"
395,"G[0,0]((n_edrk >= 0.000 & y <= 0.000))"
396,"G[0,0]((n_edrk >= 0.000 | PROTIME_INR <= 0.000))"
397,"G[0,0]((n_edrk >= 0.000 | n_evts >= 0.000))"
398,"G[0,0]((n_evts <= 0.000 & O2_Flow <= 0.000))"
399,"G[0,0]((n_evts <= 0.000 & Temp >= 0.000))"
400,"G[0,0]((n_evts <= 0.000 -> LOS >= 0.000))"
401,"G[0,0]((n_evts <= 0.000 -> SBP <= 0.000))"
402,"G[0,0]((n_evts <= 0.000 | O2_Flow >= 0.000))"
403,"G[0,0]((n_evts <= 0.000 | y >= 0.000))"
404,"G[0,0]((n_evts > 0.000 -> y = 0.000))"
405,"G[0,0]((n_evts >= 0.000 -> WHITE_BLOOD_CELL_COUNT >= 0.000))"
406,"G[0,0]((s24_edrk <= 0.000 -> s2_edrk <= 0.000))"
407,"G[0,0]((s24_edrk >= 0.000 | s8_edrk >= 0.000))"
408,"G[0,0]((s24_hr >= 0.000 | y >= 0.000))"
409,"G[0,0]((s8_edrk >= 0.000 -> Temp >= 0.000))"
410,"G[0,0]((s8_hr <= 0.000 -> SBP <= 0.000))"
411,"G[0,0]((s8_hr <= 0.000 | SODIUM >= 0.000))"
412,"G[0,0]((s8_hr >= 0.000 | WHITE_BLOOD_CELL_COUNT <= 0.000))"
413,"G[0,0]((tte <= 0.000 | WHITE_BLOOD_CELL_COUNT >= 0.000))"
