,LDP Rule,Client Rule,LDP Count,Client Count
0,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.364,0.01
195,"G[0,0]((death = 0.000 | y < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
196,"G[0,0]((n_evts > 0.000 | Mort = 0.000))","G[0,0]((Mort > 0.000 | n_evts < 0.000))",0.341,0.02
197,"G[0,0]((tte = 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | tte > 0.000))",0.227,0.02
198,"G[0,0]((death < 0.000 | Mort > 0.000))","G[0,0]((death < 0.000 | Pulse > 0.000))",0.261,0.02
199,"G[0,0]((Mort < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
200,"G[0,0]((s8_hr < 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | Resp > 0.000))",0.227,0.02
201,"G[0,0]((LOS > 0.000 | y = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
202,"G[0,0]((LOS < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | LOS < 0.000))",0.443,0.02
203,"G[0,0]((y = 0.000 | Mort < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
204,"G[0,0]((y < 0.000 | y = 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.375,0.02
205,"G[0,0]((Mort < 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
206,"G[0,0]((n_evts < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
207,"G[0,0]((TOTAL_PROTEIN = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((af < 0.000 | ICU_Pt_Days > 0.000))",0.262,0.01
208,"G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.341,0.01
209,"G[0,0]((ICU_Pt_Days < 0.000 | Mort = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
210,"G[0,0]((death = 0.000 | n_evts < 0.000))","G[0,0]((death < 0.000 | n_evts < 0.000))",0.443,0.01
211,"G[0,0]((death < 0.000 | n_evts > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.261,0.04
212,"G[0,0]((y = 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
213,"G[0,0]((direct < 0.000 | n_evts < 0.000))","G[0,0]((direct < 0.000 | n_evts < 0.000))",0.443,0.01
214,"G[0,0]((LOS = 0.000 | LOS = 0.000))","G[0,0]((AF < 0.000 | LOS < 0.000))",0.33,0.02
215,"G[0,0]((n_evts = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
216,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | s24_hr > 0.000))",0.364,0.02
217,"G[0,0]((Mort < 0.000 | ALBUMIN > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.341,0.01
218,"G[0,0]((LOS = 0.000 | n_evts > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
219,"G[0,0]((y < 0.000 | Mort = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
220,"G[0,0]((Mort = 0.000 | n_evts = 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
221,"G[0,0]((LOS < 0.000 | MET = 0.000))","G[0,0]((LOS < 0.000 | MET < 0.000))",0.33,0.01
222,"G[0,0]((Mort = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.341,0.01
223,"G[0,0]((LOS < 0.000 | tte < 0.000))","G[0,0]((af > 0.000 | LOS < 0.000))",0.33,0.02
224,"G[0,0]((LOS = 0.000 | n_evts = 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
225,"G[0,0]((ICU_Pt_Days < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
226,"G[0,0]((s8_hr < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s8_hr < 0.000))",0.33,0.02
227,"G[0,0]((n_evts > 0.000 | Mort > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 | n_evts > 0.000))",0.214,0.02
228,"G[0,0]((ICU_Pt_Days > 0.000 | LOS < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.33,0.03
229,"G[0,0]((ICU_Pt_Days = 0.000 | n_evts < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
230,"G[0,0]((Mort > 0.000 | y < 0.000))","G[0,0]((Pulse < 0.000 | y < 0.000))",0.375,0.02
231,"G[0,0]((direct < 0.000 | tte < 0.000))","G[0,0]((direct < 0.000 | tte < 0.000))",0.443,0.01
232,"G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.443,0.02
233,"G[0,0]((LOS < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
234,"G[0,0]((GLUCOSE > 0.000 | y < 0.000))","G[0,0]((SODIUM < 0.000 | y < 0.000))",0.375,0.01
235,"G[0,0]((y > 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
236,"G[0,0]((y > 0.000 | n_evts > 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.167,0.02
237,"G[0,0]((tte = 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((SODIUM > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.02
238,"G[0,0]((death = 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.262,0.04
239,"G[0,0]((MET < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
240,"G[0,0]((Mort = 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
241,"G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
242,"G[0,0]((tte < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
243,"G[0,0]((TOTAL_PROTEIN = 0.000 | n_evts < 0.000))","G[0,0]((ALT_GPT < 0.000 | n_evts < 0.000))",0.443,0.01
244,"G[0,0]((tte < 0.000 | ALBUMIN > 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.159,0.01
245,"G[0,0]((y < 0.000 | Mort < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
246,"G[0,0]((y > 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
247,"G[0,0]((n_evts > 0.000 | tte = 0.000))","G[0,0]((MET < 0.000 | n_evts > 0.000))",0.167,0.02
248,"G[0,0]((LOS < 0.000 | MET < 0.000))","G[0,0]((LOS < 0.000 | MET < 0.000))",0.33,0.01
249,"G[0,0]((death = 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((death < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.261,0.01
250,"G[0,0]((y < 0.000 | LOS < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
251,"G[0,0]((ICU_Pt_Days > 0.000 | Mort = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | Mort < 0.000))",0.341,0.01
252,"G[0,0]((tte < 0.000 | LOS = 0.000))","G[0,0]((af > 0.000 | LOS < 0.000))",0.33,0.02
253,"G[0,0]((death < 0.000 | tte = 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
254,"G[0,0]((LOS > 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
255,"G[0,0]((TOTAL_PROTEIN = 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | y < 0.000))",0.364,0.01
256,"G[0,0]((Mort > 0.000 | tte < 0.000))","G[0,0]((Mort > 0.000 | n_evts < 0.000))",0.214,0.02
257,"G[0,0]((direct < 0.000 | LOS > 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
258,"G[0,0]((death < 0.000 | tte < 0.000))","G[0,0]((death < 0.000 | tte > 0.000))",0.261,0.02
259,"G[0,0]((TOTAL_PROTEIN = 0.000 | n_evts = 0.000))","G[0,0]((ALT_GPT < 0.000 | n_evts < 0.000))",0.443,0.01
260,"G[0,0]((n_evts < 0.000 | ALBUMIN > 0.000))","G[0,0]((CREATININE < 0.000 | n_evts < 0.000))",0.443,0.01
261,"G[0,0]((direct < 0.000 | Mort = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
262,"G[0,0]((ICU_Pt_Days < 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts < 0.000))",0.443,0.01
263,"G[0,0]((y = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.443,0.02
264,"G[0,0]((Mort = 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
265,"G[0,0]((tte = 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((SODIUM > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.02
266,"G[0,0]((n_evts = 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | n_evts > 0.000))",0.443,0.01
267,"G[0,0]((tte < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | tte < 0.000))",0.443,0.01
268,"G[0,0]((Mort = 0.000 | n_evts < 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
269,"G[0,0]((LOS < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | LOS < 0.000))",0.443,0.02
270,"G[0,0]((y > 0.000 | Mort = 0.000))","G[0,0]((SBP < 0.000 | y > 0.000))",0.341,0.02
271,"G[0,0]((GLUCOSE > 0.000 | y = 0.000))","G[0,0]((SODIUM < 0.000 | y < 0.000))",0.375,0.01
272,"G[0,0]((y < 0.000 | y < 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.375,0.02
273,"G[0,0]((y = 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
274,"G[0,0]((Mort < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
275,"G[0,0]((Mort < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
276,"G[0,0]((Mort > 0.000 | tte = 0.000))","G[0,0]((Mort > 0.000 | n_evts < 0.000))",0.214,0.02
277,"G[0,0]((LOS < 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
278,"G[0,0]((TOTAL_PROTEIN = 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
279,"G[0,0]((ICU_Pt_Days < 0.000 | MET < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
280,"G[0,0]((n_evts = 0.000 | tte < 0.000))","G[0,0]((n_evts < 0.000 | tte < 0.000))",0.443,0.01
281,"G[0,0]((TOTAL_PROTEIN = 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
282,"G[0,0]((death < 0.000 | Mort = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.341,0.04
283,"G[0,0]((Mort < 0.000 | LOS = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
284,"G[0,0]((n_evts = 0.000 | ALBUMIN > 0.000))","G[0,0]((CREATININE < 0.000 | n_evts < 0.000))",0.443,0.01
285,"G[0,0]((LOS > 0.000 | tte = 0.000))","G[0,0]((LOS > 0.000 | tte < 0.000))",0.333,0.01
286,"G[0,0]((LOS < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
287,"G[0,0]((Mort = 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
288,"G[0,0]((TOTAL_PROTEIN = 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | O2_Flow > 0.000))",0.227,0.01
289,"G[0,0]((ICU_Pt_Days = 0.000 | death = 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
290,"G[0,0]((Mort < 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | O2_Flow > 0.000))",0.341,0.02
291,"G[0,0]((ICU_Pt_Days < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
292,"G[0,0]((y < 0.000 | n_evts = 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
293,"G[0,0]((y = 0.000 | MET = 0.000))","G[0,0]((MET < 0.000 | y < 0.000))",0.375,0.01
294,"G[0,0]((death = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | lds < 0.000))",0.443,0.04
295,"G[0,0]((Mort > 0.000 | ALBUMIN > 0.000))","G[0,0]((Mort > 0.000 | s24_edrk < 0.000))",0.214,0.01
296,"G[0,0]((Mort > 0.000 | LOS < 0.000))","G[0,0]((LOS > 0.000 | Mort < 0.000))",0.33,0.01
297,"G[0,0]((LOS > 0.000 | LOS > 0.000))","G[0,0]((AF > 0.000 | LOS > 0.000))",0.333,0.02
298,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.364,0.02
299,"G[0,0]((y = 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.443,0.02
300,"G[0,0]((LOS > 0.000 | MET < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
301,"G[0,0]((n_evts < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | n_evts > 0.000))",0.443,0.01
302,"G[0,0]((n_evts > 0.000 | MET < 0.000))","G[0,0]((MET > 0.000 | n_evts < 0.000))",0.227,0.03
303,"F[0,0]((s24_edrk < 0.000 & TROPONIN_I > 0.000))","F[0,0]((n_edrk < 0.000 & s24_edrk < 0.000))",0.104,0.01
304,"G[0,0]((LOS > 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.364,0.04
305,"G[0,0]((tte = 0.000 | n_evts > 0.000))","G[0,0]((MET < 0.000 | n_evts > 0.000))",0.167,0.02
306,"G[0,0]((LOS > 0.000 | Mort > 0.000))","G[0,0]((LOS > 0.000 | Mort > 0.000))",0.333,0.01
307,"G[0,0]((MET < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
308,"G[0,0]((y < 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
309,"G[0,0]((ICU_Pt_Days < 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
310,"G[0,0]((LOS < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
311,"G[0,0]((LOS = 0.000 | direct = 0.000))","G[0,0]((direct < 0.000 | LOS < 0.000))",0.443,0.02
312,"G[0,0]((n_evts < 0.000 | y = 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
313,"G[0,0]((death = 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
314,"G[0,0]((GLUCOSE > 0.000 | Mort = 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.341,0.01
315,"G[0,0]((LOS = 0.000 | ALBUMIN > 0.000))","G[0,0]((LOS < 0.000 | O2_Flow > 0.000))",0.33,0.01
316,"G[0,0]((MET < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.262,0.03
317,"G[0,0]((n_evts = 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.02
318,"G[0,0]((LOS < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.33,0.02
319,"G[0,0]((Mort > 0.000 | death = 0.000))","G[0,0]((death > 0.000 | Mort < 0.000))",0.261,0.01
320,"G[0,0]((n_evts > 0.000 | n_evts > 0.000))","G[0,0]((Glasgow_Coma_Scale_Total > 0.000 | n_evts > 0.000))",0.167,0.02
321,"G[0,0]((Mort = 0.000 | y = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
322,"G[0,0]((ICU_Pt_Days > 0.000 | death = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.262,0.04
323,"G[0,0]((TOTAL_PROTEIN = 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((s24_hr < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.01
324,"G[0,0]((s8_hr < 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((edrk < 0.000 | s8_hr < 0.000))",0.182,0.02
325,"G[0,0]((n_evts < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | n_evts < 0.000))",0.443,0.01
326,"G[0,0]((LOS > 0.000 | n_evts = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.443,0.04
327,"G[0,0]((y = 0.000 | tte < 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
328,"G[0,0]((ICU_Pt_Days > 0.000 | LOS > 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
329,"G[0,0]((y = 0.000 | y = 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.375,0.02
330,"G[0,0]((death = 0.000 | ALBUMIN > 0.000))","G[0,0]((CHLORIDE > 0.000 | death < 0.000))",0.261,0.01
331,"G[0,0]((y = 0.000 | n_evts = 0.000))","G[0,0]((n_evts < 0.000 | y < 0.000))",0.443,0.02
332,"G[0,0]((s8_hr < 0.000 | ICU_Pt_Days = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
333,"G[0,0]((MET < 0.000 | MET < 0.000))","G[0,0]((edrk < 0.000 | MET < 0.000))",0.227,0.02
334,"G[0,0]((Mort > 0.000 | MET = 0.000))","G[0,0]((MET > 0.000 | Mort < 0.000))",0.227,0.01
335,"G[0,0]((ICU_Pt_Days < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | PARTIAL_THROMBOPLASTIN_TIME < 0.000))",0.364,0.02
336,"G[0,0]((n_evts < 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts < 0.000))",0.443,0.01
337,"G[0,0]((death < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((death < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.261,0.01
338,"G[0,0]((y < 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | y < 0.000))",0.375,0.01
339,"G[0,0]((n_evts = 0.000 | tte = 0.000))","G[0,0]((n_evts < 0.000 | tte < 0.000))",0.443,0.01
340,"G[0,0]((death < 0.000 | LOS = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
341,"G[0,0]((ICU_Pt_Days < 0.000 | tte = 0.000))","G[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))",0.364,0.01
342,"G[0,0]((y > 0.000 | y < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
343,"G[0,0]((tte = 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | tte > 0.000))",0.214,0.01
344,"G[0,0]((direct < 0.000 | tte = 0.000))","G[0,0]((direct < 0.000 | tte < 0.000))",0.443,0.01
345,"G[0,0]((ICU_Pt_Days < 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
346,"F[0,0]((death > 0.000 & TROPONIN_I > 0.000))","F[0,0]((death > 0.000 & TROPONIN_I > 0.000))",0.323,0.01
347,"G[0,0]((tte < 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | tte < 0.000))",0.443,0.01
348,"G[0,0]((direct < 0.000 | y = 0.000))","G[0,0]((direct < 0.000 | y < 0.000))",0.443,0.02
349,"G[0,0]((Mort = 0.000 | Mort < 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
350,"G[0,0]((GLUCOSE > 0.000 | n_evts = 0.000))","G[0,0]((GLUCOSE > 0.000 | n_evts < 0.000))",0.443,0.01
351,"G[0,0]((Mort < 0.000 | tte < 0.000))","G[0,0]((CREATININE < 0.000 | Mort < 0.000))",0.341,0.02
352,"G[0,0]((LOS > 0.000 | LOS < 0.000))","G[0,0]((CO2 > 0.000 | LOS < 0.000))",0.333,0.02
353,"F[0,0]((TOTAL_BILIRUBIN < 0.000 -> ICU_Pt_Days = 0.000))","F[0,0]((ICU_Pt_Days < 0.000 -> MET > 0.000))",0.14,0.01
354,"G[0,0]((y = 0.000 | Mort > 0.000))","G[0,0]((Pulse < 0.000 | y < 0.000))",0.375,0.02
355,"G[0,0]((GLUCOSE > 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | s24_hr > 0.000))",0.33,0.01
356,"G[0,0]((LOS > 0.000 | tte < 0.000))","G[0,0]((LOS > 0.000 | tte < 0.000))",0.333,0.01
357,"G[0,0]((y = 0.000 | Mort = 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.375,0.03
358,"G[0,0]((ICU_Pt_Days = 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | SODIUM < 0.000))",0.443,0.03
359,"F[0,0]((srr = 0.000 & direct = 0.000))","F[0,0]((direct < 0.000 & n_evts > 0.000))",0.083,0.02
360,"G[0,0]((TOTAL_PROTEIN = 0.000 | y = 0.000))","G[0,0]((CREATININE < 0.000 | y < 0.000))",0.375,0.01
361,"G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.443,0.02
362,"G[0,0]((LOS = 0.000 | direct < 0.000))","G[0,0]((direct < 0.000 | LOS < 0.000))",0.443,0.02
363,"G[0,0]((s8_hr < 0.000 | n_evts = 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | n_evts < 0.000))",0.443,0.02
364,"G[0,0]((Mort = 0.000 | LOS < 0.000))","G[0,0]((LOS < 0.000 | n_evts > 0.000))",0.341,0.02
365,"G[0,0]((LOS > 0.000 | y < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
366,"G[0,0]((y > 0.000 | MET < 0.000))","G[0,0]((MET > 0.000 | y < 0.000))",0.227,0.03
367,"G[0,0]((Mort < 0.000 | MET < 0.000))","G[0,0]((MET < 0.000 | Mort < 0.000))",0.341,0.01
368,"G[0,0]((MET < 0.000 | y < 0.000))","G[0,0]((MET < 0.000 | y < 0.000))",0.375,0.01
369,"G[0,0]((death = 0.000 | LOS = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.33,0.04
370,"G[0,0]((GLUCOSE > 0.000 | Mort < 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.341,0.01
371,"G[0,0]((tte = 0.000 | n_evts < 0.000))","G[0,0]((n_evts < 0.000 | tte < 0.000))",0.443,0.01
372,"G[0,0]((LOS > 0.000 | MET = 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.333,0.04
373,"G[0,0]((GLUCOSE > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((Temp > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.202,0.01
374,"G[0,0]((ICU_Pt_Days > 0.000 | y < 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.375,0.03
375,"G[0,0]((death < 0.000 | y < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.375,0.04
376,"F[0,0]((srr = 0.000 & TROPONIN_I > 0.000))","F[0,0]((af > 0.000 & srr < 0.000))",0.071,0.01
377,"G[0,0]((s8_hr < 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.261,0.04
378,"G[0,0]((tte = 0.000 | y = 0.000))","G[0,0]((tte < 0.000 | y < 0.000))",0.375,0.01
379,"G[0,0]((y > 0.000 | death < 0.000))","G[0,0]((death < 0.000 | LOS > 0.000))",0.261,0.04
380,"G[0,0]((MET < 0.000 | tte < 0.000))","G[0,0]((MET < 0.000 | tte > 0.000))",0.227,0.02
381,"G[0,0]((n_evts > 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((n_evts < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))",0.182,0.02
382,"G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))","G[0,0]((death < 0.000 | ICU_Pt_Days < 0.000))",0.364,0.01
383,"G[0,0]((tte < 0.000 | Mort > 0.000))","G[0,0]((Mort < 0.000 | tte > 0.000))",0.214,0.01
384,"G[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.262,0.03
385,"G[0,0]((MET < 0.000 | MET = 0.000))","G[0,0]((edrk < 0.000 | MET < 0.000))",0.227,0.02
386,"G[0,0]((n_evts < 0.000 | Mort < 0.000))","G[0,0]((Mort < 0.000 | n_evts < 0.000))",0.443,0.01
387,"G[0,0]((s8_hr < 0.000 | WHITE_BLOOD_CELL_COUNT < 0.000))","G[0,0]((edrk < 0.000 | s8_hr < 0.000))",0.182,0.02
388,"G[0,0]((ICU_Pt_Days = 0.000 | WHITE_BLOOD_CELL_COUNT = 0.000))","G[0,0]((af > 0.000 | ICU_Pt_Days < 0.000))",0.364,0.03
389,"G[0,0]((y < 0.000 | ICU_Pt_Days > 0.000))","G[0,0]((ICU_Pt_Days > 0.000 | s24_edrk > 0.000))",0.375,0.03
390,"G[0,0]((tte = 0.000 | tte = 0.000))","G[0,0]((cosen < 0.000 | tte < 0.000))",0.159,0.02
391,"G[0,0]((y > 0.000 | Mort < 0.000))","G[0,0]((SBP < 0.000 | y > 0.000))",0.341,0.02
392,"G[0,0]((TOTAL_PROTEIN = 0.000 | ALBUMIN > 0.000))","G[0,0]((ALBUMIN > 0.000 | SpO2 > 0.000))",0.06,0.01
