,LDP Rule,Client Rule,LDP Count,Client Count
188,"F[0,0]((ICU_Pt_Days < 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
189,"F[0,0]((Temp < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
190,"F[0,0]((Temp < 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
191,"F[0,0]((LOS < 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
192,"F[0,0]((CHLORIDE = 0.000 | y > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
193,"F[0,0]((Temp < 0.000 | Mort > 0.000))","F[0,0]((af > 0.000 | Mort > 0.000))",0.308,0.01
194,"F[0,0]((O2_Flow < 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | O2_Flow > 0.000))",0.308,0.01
195,"F[0,0]((LOS < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
196,"F[0,0]((y > 0.000 | tte < 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
197,"F[0,0]((death > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
198,"F[0,0]((HEMOGLOBIN > 0.000 | n_evts > 0.000))","F[0,0]((HEMOGLOBIN > 0.000 | n_evts > 0.000))",0.338,0.01
199,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))",0.338,0.01
200,"F[0,0]((CHLORIDE < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
201,"F[0,0]((HEMOGLOBIN > 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
202,"F[0,0]((CHLORIDE < 0.000 | MET > 0.000))","F[0,0]((CHLORIDE < 0.000 | WHITE_BLOOD_CELL_COUNT > 0.000))",0.062,0.01
203,"F[0,0]((CALCIUM < 0.000 | MET > 0.000))","F[0,0]((CALCIUM < 0.000 | HEMOGLOBIN < 0.000))",0.062,0.01
204,"F[0,0]((LOS < 0.000 | Mort > 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.308,0.01
205,"F[0,0]((O2_Flow < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.022,0.01
206,"F[0,0]((Mort > 0.000 | y > 0.000))","F[0,0]((Mort > 0.000 | y > 0.000))",0.308,0.03
207,"F[0,0]((Mort > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
208,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 | Mort > 0.000))","F[0,0]((af > 0.000 | Mort > 0.000))",0.308,0.01
209,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | y > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | y > 0.000))",0.333,0.01
210,"F[0,0]((CALCIUM < 0.000 | y > 0.000))","F[0,0]((CALCIUM < 0.000 | y > 0.000))",0.246,0.01
211,"F[0,0]((CALCIUM = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.231,0.01
212,"F[0,0]((O2_Flow < 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
213,"F[0,0]((LOS = 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
214,"F[0,0]((Resp = 0.000 | LOS < 0.000))","F[0,0]((LOS > 0.000 | Resp < 0.000))",0.067,0.01
215,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_edrk < 0.000))",0.231,0.01
216,"F[0,0]((Temp = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
217,"F[0,0]((MET > 0.000 | y > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
218,"F[0,0]((direct > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
219,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_edrk < 0.000))",0.231,0.01
220,"F[0,0]((GLUCOSE < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
221,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 | tte < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.333,0.01
222,"F[0,0]((Resp < 0.000 | y > 0.000))","F[0,0]((Resp < 0.000 | y > 0.000))",0.246,0.01
223,"F[0,0]((ICU_Pt_Days > 0.000 | y > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | y > 0.000))",0.246,0.01
224,"F[0,0]((HEMOGLOBIN > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.044,0.01
225,"F[0,0]((ICU_Pt_Days = 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
226,"F[0,0]((Temp = 0.000 | Mort > 0.000))","F[0,0]((af > 0.000 | Mort > 0.000))",0.308,0.01
227,"F[0,0]((tte < 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.244,0.02
228,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | PARTIAL_THROMBOPLASTIN_TIME > 0.000))",0.338,0.01
229,"F[0,0]((tte > 0.000 | y > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
230,"F[0,0]((death > 0.000 | LOS > 0.000))","F[0,0]((death > 0.000 | Mort > 0.000))",0.231,0.03
231,"F[0,0]((CREATININE > 0.000 | tte < 0.000))","F[0,0]((MET > 0.000 | tte < 0.000))",0.244,0.01
232,"F[0,0]((ICU_Pt_Days > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.231,0.02
233,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
234,"F[0,0]((ICU_Pt_Days = 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
235,"F[0,0]((Resp = 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
236,"F[0,0]((ICU_Pt_Days > 0.000 | tte > 0.000))","F[0,0]((af > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
237,"F[0,0]((y > 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | y > 0.000))",0.308,0.03
238,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | MET > 0.000))","F[0,0]((MET > 0.000 | n_edrk < 0.000))",0.062,0.01
239,"F[0,0]((CALCIUM = 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
240,"F[0,0]((Resp = 0.000 | MET > 0.000))","F[0,0]((MET > 0.000 | n_edrk < 0.000))",0.062,0.01
241,"F[0,0]((tte < 0.000 | LOS < 0.000))","F[0,0]((Mort > 0.000 | tte < 0.000))",0.244,0.02
242,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | n_evts > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))",0.338,0.01
243,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | O2_Flow > 0.000))",0.308,0.01
244,"F[0,0]((O2_Flow > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | Mort > 0.000))",0.231,0.03
245,"F[0,0]((Temp < 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.123,0.01
246,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | MET > 0.000))","F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | O2_Flow > 0.000))",0.062,0.01
247,"F[0,0]((CREATININE > 0.000 | LOS > 0.000))","F[0,0]((af > 0.000 | LOS > 0.000))",0.123,0.01
248,"F[0,0]((ICU_Pt_Days = 0.000 | MET > 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.062,0.01
249,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
250,"F[0,0]((GLUCOSE = 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.044,0.02
251,"F[0,0]((ICU_Pt_Days > 0.000 | MET > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | WHITE_BLOOD_CELL_COUNT > 0.000))",0.231,0.01
252,"F[0,0]((LOS = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
253,"F[0,0]((direct > 0.000 | tte > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
254,"F[0,0]((CHLORIDE = 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
255,"F[0,0]((Temp < 0.000 | MET > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.062,0.01
256,"F[0,0]((Resp = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | WHITE_BLOOD_CELL_COUNT > 0.000))",0.231,0.01
257,"F[0,0]((O2_Flow < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
258,"F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.308,0.01
259,"F[0,0]((CREATININE > 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.062,0.01
260,"F[0,0]((Pulse > 0.000 | tte > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.046,0.01
261,"F[0,0]((Temp = 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.123,0.01
262,"F[0,0]((CREATININE > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.031,0.01
263,"F[0,0]((n_evts > 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | y > 0.000))",0.338,0.03
264,"F[0,0]((O2_Flow = 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
265,"F[0,0]((LOS = 0.000 | LOS > 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.123,0.01
266,"F[0,0]((O2_Flow < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((ICU_Pt_Days < 0.000 | Mort > 0.000))",0.044,0.01
267,"F[0,0]((LOS > 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
268,"F[0,0]((MET > 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.062,0.01
269,"F[0,0]((direct > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((AF > 0.000 | direct > 0.000))",0.231,0.01
270,"F[0,0]((Pulse > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.046,0.01
271,"F[0,0]((CALCIUM < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
272,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))",0.333,0.01
273,"F[0,0]((LOS > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.231,0.02
274,"F[0,0]((Mort > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))",0.308,0.01
275,"F[0,0]((Mort > 0.000 | LOS > 0.000))","F[0,0]((death > 0.000 | Mort > 0.000))",0.308,0.03
276,"F[0,0]((n_evts > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | n_evts > 0.000))",0.338,0.02
277,"F[0,0]((CHLORIDE < 0.000 | tte > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.044,0.01
278,"F[0,0]((CALCIUM < 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.338,0.01
279,"F[0,0]((ICU_Pt_Days < 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
280,"F[0,0]((death > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
281,"F[0,0]((tte > 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.015,0.01
282,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.062,0.01
283,"F[0,0]((ICU_Pt_Days = 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.123,0.01
284,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | direct > 0.000))","F[0,0]((AF > 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.333,0.03
285,"F[0,0]((CALCIUM = 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.123,0.01
286,"F[0,0]((tte < 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
287,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | n_evts > 0.000))","F[0,0]((n_edrk < 0.000 | n_evts > 0.000))",0.338,0.01
288,"F[0,0]((GLUCOSE < 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte < 0.000))",0.308,0.02
289,"F[0,0]((Resp < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((LOS > 0.000 | Resp < 0.000))",0.044,0.01
290,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | MET > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | MET > 0.000))",0.333,0.01
291,"F[0,0]((CALCIUM < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.231,0.01
292,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | Glasgow_Coma_Scale_Total < 0.000))",0.333,0.03
293,"F[0,0]((tte = 0.000 | MET > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
294,"F[0,0]((GLUCOSE = 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
295,"F[0,0]((ICU_Pt_Days < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
296,"F[0,0]((O2_Flow > 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
297,"F[0,0]((GLUCOSE = 0.000 | n_evts > 0.000))","F[0,0]((death > 0.000 | n_evts > 0.000))",0.338,0.02
298,"F[0,0]((O2_Flow = 0.000 | tte < 0.000))","F[0,0]((O2_Flow > 0.000 | tte < 0.000))",0.244,0.01
299,"F[0,0]((O2_Flow > 0.000 | MET > 0.000))","F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | O2_Flow > 0.000))",0.185,0.01
300,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | WHITE_BLOOD_CELL_COUNT > 0.000))",0.231,0.01
301,"F[0,0]((Temp < 0.000 | tte < 0.000))","F[0,0]((LOS > 0.000 | tte < 0.000))",0.244,0.01
302,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.333,0.01
303,"F[0,0]((ICU_Pt_Days = 0.000 | n_evts > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.338,0.02
304,"F[0,0]((CALCIUM = 0.000 | tte < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | tte < 0.000))",0.244,0.01
305,"F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | LOS > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | LOS > 0.000))",0.333,0.01
306,"F[0,0]((CALCIUM < 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
307,"F[0,0]((HEMOGLOBIN > 0.000 | tte > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.031,0.01
308,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | tte < 0.000))","F[0,0]((MET > 0.000 | tte < 0.000))",0.244,0.01
309,"F[0,0]((tte < 0.000 | n_evts > 0.000))","F[0,0]((death > 0.000 | n_evts > 0.000))",0.338,0.02
310,"F[0,0]((Resp = 0.000 | direct > 0.000))","F[0,0]((AF > 0.000 | direct > 0.000))",0.231,0.01
311,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | y > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | y > 0.000))",0.246,0.01
312,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
313,"F[0,0]((Resp < 0.000 | LOS < 0.000))","F[0,0]((LOS > 0.000 | Resp < 0.000))",0.067,0.01
314,"F[0,0]((CHLORIDE = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
315,"F[0,0]((PARTIAL_THROMBOPLASTIN_TIME > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.231,0.01
316,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.123,0.01
317,"F[0,0]((Mort > 0.000 | tte < 0.000))","F[0,0]((Mort > 0.000 | tte < 0.000))",0.308,0.02
318,"F[0,0]((Resp < 0.000 | tte > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.044,0.01
319,"F[0,0]((ICU_Pt_Days = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
320,"F[0,0]((CREATININE > 0.000 | Mort > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | Mort > 0.000))",0.308,0.01
321,"F[0,0]((y > 0.000 | LOS > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
322,"F[0,0]((LOS = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
323,"F[0,0]((tte < 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.244,0.02
324,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
325,"F[0,0]((Mort > 0.000 | death > 0.000))","F[0,0]((death > 0.000 | Mort > 0.000))",0.308,0.03
326,"F[0,0]((Resp < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | HEMOGLOBIN < 0.000))",0.231,0.01
327,"F[0,0]((O2_Flow = 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.062,0.01
328,"F[0,0]((y > 0.000 | MET > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
329,"F[0,0]((tte < 0.000 | tte > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.244,0.02
330,"F[0,0]((Resp = 0.000 | tte > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.044,0.01
331,"F[0,0]((ICU_Pt_Days > 0.000 | LOS < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.02
332,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
333,"F[0,0]((O2_Flow > 0.000 | LOS < 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.185,0.02
334,"F[0,0]((LOS = 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.067,0.01
335,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | n_evts > 0.000))",0.333,0.01
336,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 | MET > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | MET > 0.000))",0.333,0.01
337,"F[0,0]((n_evts > 0.000 | tte > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.338,0.01
338,"F[0,0]((CREATININE > 0.000 | y > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | y > 0.000))",0.246,0.01
339,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | O2_Flow > 0.000))",0.022,0.01
340,"F[0,0]((y > 0.000 | y > 0.000))","F[0,0]((n_evts > 0.000 | y > 0.000))",0.246,0.03
341,"F[0,0]((LOS > 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.123,0.02
342,"F[0,0]((GLUCOSE = 0.000 | LOS < 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.067,0.02
343,"F[0,0]((CALCIUM = 0.000 | tte > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.044,0.01
344,"F[0,0]((O2_Flow = 0.000 | n_evts > 0.000))","F[0,0]((n_evts > 0.000 | O2_Flow > 0.000))",0.338,0.01
345,"F[0,0]((HEMOGLOBIN > 0.000 | tte < 0.000))","F[0,0]((MET > 0.000 | tte < 0.000))",0.244,0.01
346,"F[0,0]((LOS < 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
347,"F[0,0]((GLUCOSE = 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.123,0.02
348,"F[0,0]((ALKALINE_PHOSPHATASE > 0.000 | y > 0.000))","F[0,0]((CHLORIDE < 0.000 | y > 0.000))",0.246,0.01
349,"F[0,0]((Temp = 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
350,"F[0,0]((ICU_Pt_Days < 0.000 | tte > 0.000))","F[0,0]((AF > 0.000 | ICU_Pt_Days < 0.000))",0.044,0.01
351,"F[0,0]((LOS > 0.000 | MET > 0.000))","F[0,0]((LOS > 0.000 | MET > 0.000))",0.123,0.01
352,"F[0,0]((CREATININE > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((CREATININE > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
353,"F[0,0]((CHLORIDE = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_edrk < 0.000))",0.231,0.01
354,"F[0,0]((y > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | y > 0.000))",0.246,0.01
355,"F[0,0]((death > 0.000 | LOS < 0.000))","F[0,0]((death > 0.000 | LOS < 0.000))",0.231,0.01
356,"F[0,0]((CHLORIDE = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
357,"F[0,0]((Pulse > 0.000 | ICU_Pt_Days < 0.000))","F[0,0]((LOS > 0.000 | Pulse > 0.000))",0.046,0.01
358,"F[0,0]((tte = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.244,0.02
359,"F[0,0]((tte > 0.000 | Mort > 0.000))","F[0,0]((Mort > 0.000 | tte > 0.000))",0.308,0.01
360,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | tte > 0.000))","F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | O2_Flow > 0.000))",0.022,0.01
361,"F[0,0]((n_evts > 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((ICU_Pt_Days > 0.000 | n_evts > 0.000))",0.338,0.02
362,"F[0,0]((Mort > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | Mort > 0.000))",0.308,0.01
363,"F[0,0]((CHLORIDE < 0.000 | Mort > 0.000))","F[0,0]((af > 0.000 | Mort > 0.000))",0.308,0.01
364,"F[0,0]((Temp < 0.000 | ALKALINE_PHOSPHATASE > 0.000))","F[0,0]((n_evts > 0.000 | Temp < 0.000))",0.022,0.01
365,"F[0,0]((O2_Flow = 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | O2_Flow > 0.000))",0.123,0.02
366,"F[0,0]((Temp = 0.000 | death > 0.000))","F[0,0]((death > 0.000 | tte < 0.000))",0.231,0.02
367,"F[0,0]((LOS > 0.000 | n_evts > 0.000))","F[0,0]((LOS > 0.000 | n_evts > 0.000))",0.338,0.01
368,"F[0,0]((HEMOGLOBIN > 0.000 | MET > 0.000))","F[0,0]((direct > 0.000 | MET > 0.000))",0.062,0.01
369,"F[0,0]((BLOOD_UREA_NITROGEN < 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
370,"F[0,0]((Resp < 0.000 | LOS > 0.000))","F[0,0]((LOS > 0.000 | Resp < 0.000))",0.123,0.01
371,"F[0,0]((ICU_Pt_Days < 0.000 | LOS < 0.000))","F[0,0]((LOS < 0.000 | Mort > 0.000))",0.067,0.01
372,"F[0,0]((Glasgow_Coma_Scale_Total = 0.000 | LOS > 0.000))","F[0,0]((Glasgow_Coma_Scale_Total < 0.000 | LOS > 0.000))",0.333,0.01
373,"F[0,0]((tte > 0.000 | direct > 0.000))","F[0,0]((direct > 0.000 | GLUCOSE < 0.000))",0.231,0.02
374,"F[0,0]((HEMOGLOBIN > 0.000 | LOS > 0.000))","F[0,0]((af > 0.000 | LOS > 0.000))",0.123,0.01
375,"F[0,0]((Pulse > 0.000 | y > 0.000))","F[0,0]((direct > 0.000 | y > 0.000))",0.246,0.02
376,"F[0,0]((Temp = 0.000 | ICU_Pt_Days > 0.000))","F[0,0]((af > 0.000 | ICU_Pt_Days > 0.000))",0.231,0.01
