,Initial Rule Trees
2702,"(CO2 >= ?) U[?,?] (edrk <= ?)"
2703,"(n_edrk <= ?) U[?,?] (cosen >= ?)"
2704,"(Mort <= ?) U[?,?] (Pulse >= ?)"
2705,"(death >= ?) U[?,?] (SpO2 >= ?)"
2706,"(lds <= ?) U[?,?] (Mort >= ?)"
2707,"(MET >= ?) U[?,?] (GLUCOSE >= ?)"
2708,"(af >= ?) U[?,?] (SpO2 >= ?)"
2709,"G[?,?](n_edrk <= ? | Resp <= ?)"
2710,"(s24_hr <= ?) U[?,?] (PLATELET_COUNT >= ?)"
2711,"G[?,?](Resp >= ? -> O2_Flow >= ?)"
2712,"(CALCIUM >= ?) U[?,?] (PLATELET_COUNT >= ?)"
2713,"G[?,?](CO2 >= ? | s24_hr <= ?)"
2714,"G[?,?](Temp <= ? -> HEMOGLOBIN >= ?)"
2715,"G[?,?](Pulse <= ? | n_evts >= ?)"
2716,"G[?,?](death >= ? -> Resp >= ?)"
2717,"(PLATELET_COUNT >= ?) U[?,?] (MET >= ?)"
2718,"F[?,?](MET >= ? & n_evts >= ?)"
2719,"G[?,?](death >= ? -> SpO2 <= ?)"
2720,"G[?,?](s24_hr <= ? | O2_Flow <= ?)"
2721,"F[?,?](LOS >= ? & Resp <= ?)"
2722,"G[?,?](CREATININE <= ? | n_evts <= ?)"
2723,"(AF <= ?) U[?,?] (dfa <= ?)"
2724,"G[?,?](y <= ? & SBP <= ?)"
2725,"G[?,?](y <= ? -> Glasgow_Coma_Scale_Total <= ?)"
2726,"G[?,?](PLATELET_COUNT <= ? | CALCIUM <= ?)"
2727,"G[?,?](O2_Flow <= ? | SBP >= ?)"
2728,"(direct <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
2729,"(AF >= ?) U[?,?] (dfa <= ?)"
2730,"G[?,?](n_edrk <= ? | CHLORIDE <= ?)"
2731,"G[?,?](MET <= ? | CHLORIDE >= ?)"
2732,"(O2_Flow >= ?) U[?,?] (lds >= ?)"
2733,"G[?,?](BLOOD_UREA_NITROGEN <= ? | SpO2 <= ?)"
2734,"(GLUCOSE >= ?) U[?,?] (ICU_Pt_Days <= ?)"
2735,"(direct >= ?) U[?,?] (HEMOGLOBIN >= ?)"
2736,"G[?,?](ICU_Pt_Days <= ? | HEMOGLOBIN >= ?)"
2737,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> CREATININE >= ?)"
2738,"G[?,?](Mort <= ? -> POTASSIUM >= ?)"
2739,"G[?,?](PHOSPHORUS >= ? | CREATININE <= ?)"
2740,"(SpO2 >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
2741,"(LOS <= ?) U[?,?] (CHLORIDE <= ?)"
2742,"(ICU_Pt_Days <= ?) U[?,?] (s24_hr <= ?)"
2743,"(BLOOD_UREA_NITROGEN <= ?) U[?,?] (CHLORIDE <= ?)"
2744,"(CHLORIDE <= ?) U[?,?] (SBP >= ?)"
2745,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (CHLORIDE <= ?)"
2746,"(CHLORIDE <= ?) U[?,?] (direct <= ?)"
2747,"(y <= ?) U[?,?] (edrk <= ?)"
2748,"(s8_edrk <= ?) U[?,?] (CALCIUM <= ?)"
2749,"G[?,?](hr <= ? | PHOSPHORUS <= ?)"
2750,"G[?,?](SBP <= ? | Glasgow_Coma_Scale_Total >= ?)"
2751,"(s8_edrk <= ?) U[?,?] (ICU_Pt_Days >= ?)"
2752,"G[?,?](y <= ? | Pulse <= ?)"
2753,"G[?,?](tte <= ? | Pulse >= ?)"
2754,"G[?,?](direct <= ? -> CREATININE <= ?)"
2755,"G[?,?](CALCIUM <= ? | direct <= ?)"
2756,"(death <= ?) U[?,?] (n_edrk <= ?)"
2757,"(O2_Flow >= ?) U[?,?] (y >= ?)"
2758,"(tte <= ?) U[?,?] (death <= ?)"
2759,"G[?,?](tte >= ? | Glasgow_Coma_Scale_Total <= ?)"
2760,"G[?,?](CREATININE <= ? | SBP >= ?)"
2761,"(HEMOGLOBIN >= ?) U[?,?] (y <= ?)"
2762,"G[?,?](ICU_Pt_Days <= ? & O2_Flow <= ?)"
2763,"G[?,?](Resp >= ? -> GLUCOSE <= ?)"
2764,"G[?,?](y >= ? | ICU_Pt_Days <= ?)"
2765,"G[?,?](Pulse >= ? | Pulse >= ?)"
2766,"(y >= ?) U[?,?] (s8_edrk <= ?)"
2767,"(s24_edrk <= ?) U[?,?] (AF >= ?)"
2768,"G[?,?](Resp <= ? -> ICU_Pt_Days <= ?)"
2769,"(s8_hr <= ?) U[?,?] (MET >= ?)"
2770,"(CALCIUM <= ?) U[?,?] (dfa >= ?)"
2771,"(MET >= ?) U[?,?] (cosen <= ?)"
2772,"G[?,?](death <= ? & Pulse <= ?)"
2773,"G[?,?](Glasgow_Coma_Scale_Total >= ? -> POTASSIUM >= ?)"
2774,"G[?,?](CO2 >= ? | CHLORIDE <= ?)"
2775,"G[?,?](s2_edrk <= ? -> direct >= ?)"
2776,"(y <= ?) U[?,?] (ICU_Pt_Days >= ?)"
2777,"G[?,?](CALCIUM >= ? -> LOS >= ?)"
2778,"(LOS <= ?) U[?,?] (direct >= ?)"
2779,"(cosen >= ?) U[?,?] (CREATININE <= ?)"
2780,"(Resp <= ?) U[?,?] (tte <= ?)"
2781,"G[?,?](Pulse <= ? | ICU_Pt_Days <= ?)"
2782,"(y >= ?) U[?,?] (s24_edrk <= ?)"
2783,"G[?,?](Mort <= ? -> Pulse >= ?)"
2784,"G[?,?](death >= ? | MET >= ?)"
2785,"(n_edrk <= ?) U[?,?] (MET >= ?)"
2786,"G[?,?](SODIUM >= ? | s8_hr <= ?)"
2787,"G[?,?](O2_Flow >= ? | POTASSIUM <= ?)"
2788,"G[?,?](O2_Flow >= ? -> POTASSIUM >= ?)"
2789,"(death <= ?) U[?,?] (CALCIUM >= ?)"
2790,"(death <= ?) U[?,?] (ICU_Pt_Days >= ?)"
2791,"(ICU_Pt_Days <= ?) U[?,?] (lds <= ?)"
2792,"(direct >= ?) U[?,?] (HEMOGLOBIN <= ?)"
2793,"(CO2 >= ?) U[?,?] (direct >= ?)"
2794,"G[?,?](CHLORIDE <= ? | Mort <= ?)"
2795,"G[?,?](MET >= ? | SpO2 <= ?)"
2796,"G[?,?](CALCIUM <= ? -> GLUCOSE <= ?)"
2797,"G[?,?](HEMOGLOBIN >= ? -> direct <= ?)"
2798,"(LOS <= ?) U[?,?] (MET <= ?)"
2799,"G[?,?](ICU_Pt_Days >= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
2800,"(death >= ?) U[?,?] (MET >= ?)"
2801,"G[?,?](GLUCOSE >= ? | BLOOD_UREA_NITROGEN <= ?)"
2802,"(LOS >= ?) U[?,?] (cosen <= ?)"
2803,"(AF >= ?) U[?,?] (CO2 >= ?)"
2804,"G[?,?](Resp >= ? | n_evts <= ?)"
2805,"G[?,?](SODIUM <= ? -> n_evts <= ?)"
2806,"G[?,?](y <= ? -> Pulse >= ?)"
2807,"G[?,?](SODIUM >= ? | PLATELET_COUNT <= ?)"
2808,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (direct <= ?)"
2809,"(edrk >= ?) U[?,?] (MET <= ?)"
2810,"(tte <= ?) U[?,?] (PHOSPHORUS >= ?)"
2811,"G[?,?](GLUCOSE >= ? | Mort >= ?)"
2812,"(dfa >= ?) U[?,?] (s24_edrk <= ?)"
2813,"G[?,?](SpO2 >= ? | CO2 <= ?)"
2814,"G[?,?](Resp <= ? | Glasgow_Coma_Scale_Total <= ?)"
2815,"G[?,?](MAGNESIUM >= ? | CHLORIDE <= ?)"
2816,"G[?,?](LOS <= ? -> PLATELET_COUNT <= ?)"
2817,"G[?,?](PLATELET_COUNT >= ? | n_evts >= ?)"
2818,"G[?,?](CREATININE >= ? | LOS <= ?)"
2819,"(s24_edrk <= ?) U[?,?] (s24_edrk <= ?)"
2820,"G[?,?](Temp <= ? -> SpO2 <= ?)"
2821,"G[?,?](Temp <= ? -> hr <= ?)"
2822,"G[?,?](SBP >= ? | SODIUM >= ?)"
2823,"G[?,?](direct >= ? -> s24_hr <= ?)"
2824,"G[?,?](POTASSIUM >= ? | PLATELET_COUNT <= ?)"
2825,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> LOS >= ?)"
2826,"(n_edrk >= ?) U[?,?] (af >= ?)"
2827,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (s8_edrk <= ?)"
2828,"G[?,?](SBP <= ? | CHLORIDE <= ?)"
2829,"(death >= ?) U[?,?] (cosen <= ?)"
2830,"G[?,?](O2_Flow <= ? | O2_Flow <= ?)"
2831,"G[?,?](CHLORIDE <= ? -> CREATININE <= ?)"
2832,"G[?,?](death >= ? -> MET <= ?)"
2833,"(lds <= ?) U[?,?] (CALCIUM <= ?)"
2834,"G[?,?](MAGNESIUM >= ? | tte <= ?)"
2835,"(Mort >= ?) U[?,?] (Mort >= ?)"
2836,"(direct >= ?) U[?,?] (s8_hr <= ?)"
2837,"(GLUCOSE >= ?) U[?,?] (Temp >= ?)"
2838,"G[?,?](n_evts <= ? & tte >= ?)"
2839,"G[?,?](direct <= ? & direct <= ?)"
2840,"G[?,?](CREATININE >= ? -> POTASSIUM >= ?)"
2841,"G[?,?](direct >= ? | hr <= ?)"
2842,"G[?,?](CO2 <= ? -> CALCIUM <= ?)"
2843,"(O2_Flow <= ?) U[?,?] (death >= ?)"
2844,"(SBP <= ?) U[?,?] (cosen <= ?)"
2845,"G[?,?](n_evts <= ? & SBP <= ?)"
2846,"G[?,?](LOS <= ? | CO2 >= ?)"
2847,"G[?,?](tte <= ? | death <= ?)"
2848,"(O2_Flow <= ?) U[?,?] (BLOOD_UREA_NITROGEN >= ?)"
2849,"G[?,?](s8_hr <= ? | POTASSIUM >= ?)"
2850,"G[?,?](Mort <= ? | SBP >= ?)"
2851,"(hr <= ?) U[?,?] (AF >= ?)"
2852,"G[?,?](ICU_Pt_Days <= ? -> POTASSIUM >= ?)"
2853,"(direct >= ?) U[?,?] (ICU_Pt_Days <= ?)"
2854,"(Resp >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
2855,"G[?,?](O2_Flow <= ? & O2_Flow <= ?)"
2856,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> O2_Flow >= ?)"
2857,"G[?,?](Mort >= ? | BLOOD_UREA_NITROGEN <= ?)"
2858,"(edrk >= ?) U[?,?] (direct >= ?)"
2859,"(BLOOD_UREA_NITROGEN >= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
2860,"(SpO2 <= ?) U[?,?] (CREATININE >= ?)"
2861,"G[?,?](CREATININE <= ? -> Pulse <= ?)"
2862,"G[?,?](Temp >= ? | GLUCOSE >= ?)"
2863,"G[?,?](death <= ? -> CREATININE >= ?)"
2864,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (s24_edrk >= ?)"
2865,"(y <= ?) U[?,?] (Mort <= ?)"
2866,"(BLOOD_UREA_NITROGEN <= ?) U[?,?] (Resp >= ?)"
2867,"F[?,?](direct >= ? & Pulse >= ?)"
2868,"(s8_hr <= ?) U[?,?] (CREATININE <= ?)"
2869,"(CALCIUM >= ?) U[?,?] (cosen >= ?)"
2870,"G[?,?](Resp >= ? | CALCIUM <= ?)"
2871,"G[?,?](PHOSPHORUS >= ? | LOS >= ?)"
2872,"(HEMOGLOBIN >= ?) U[?,?] (SBP >= ?)"
2873,"G[?,?](Pulse <= ? | death <= ?)"
2874,"(WHITE_BLOOD_CELL_COUNT <= ?) U[?,?] (n_evts <= ?)"
2875,"G[?,?](CALCIUM >= ? -> PLATELET_COUNT <= ?)"
2876,"(GLUCOSE >= ?) U[?,?] (hr >= ?)"
2877,"G[?,?](HEMOGLOBIN <= ? -> BLOOD_UREA_NITROGEN <= ?)"
2878,"(s24_edrk >= ?) U[?,?] (GLUCOSE >= ?)"
2879,"G[?,?](Mort >= ? | Resp <= ?)"
2880,"(Temp <= ?) U[?,?] (MET >= ?)"
2881,"(edrk >= ?) U[?,?] (cosen <= ?)"
2882,"G[?,?](direct <= ? & O2_Flow <= ?)"
2883,"(ICU_Pt_Days >= ?) U[?,?] (s24_edrk >= ?)"
2884,"(Resp >= ?) U[?,?] (Pulse >= ?)"
2885,"G[?,?](direct <= ? | O2_Flow <= ?)"
2886,"(CREATININE >= ?) U[?,?] (cosen >= ?)"
2887,"G[?,?](direct >= ? | Glasgow_Coma_Scale_Total >= ?)"
2888,"(HEMOGLOBIN >= ?) U[?,?] (HEMOGLOBIN >= ?)"
2889,"(cosen >= ?) U[?,?] (Mort <= ?)"
2890,"(ICU_Pt_Days <= ?) U[?,?] (SBP <= ?)"
2891,"(y >= ?) U[?,?] (dfa >= ?)"
2892,"G[?,?](hr <= ? -> death >= ?)"
2893,"(direct >= ?) U[?,?] (CALCIUM <= ?)"
2894,"G[?,?](ICU_Pt_Days >= ? | BLOOD_UREA_NITROGEN >= ?)"
2895,"G[?,?](CHLORIDE >= ? | Temp >= ?)"
2896,"G[?,?](death <= ? | death <= ?)"
2897,"G[?,?](CALCIUM <= ? -> O2_Flow >= ?)"
2898,"G[?,?](hr <= ? -> n_edrk <= ?)"
2899,"G[?,?](Resp >= ? -> Temp >= ?)"
2900,"G[?,?](LOS <= ? | Temp <= ?)"
2901,"G[?,?](CO2 <= ? -> WHITE_BLOOD_CELL_COUNT <= ?)"
2902,"(MET <= ?) U[?,?] (SBP >= ?)"
2903,"(CREATININE >= ?) U[?,?] (PLATELET_COUNT >= ?)"
2904,"(n_evts <= ?) U[?,?] (y >= ?)"
2905,"(CALCIUM <= ?) U[?,?] (lds <= ?)"
2906,"G[?,?](SBP <= ? | Glasgow_Coma_Scale_Total <= ?)"
2907,"G[?,?](SODIUM >= ? -> HEMOGLOBIN <= ?)"
2908,"(SBP >= ?) U[?,?] (edrk >= ?)"
2909,"(lds <= ?) U[?,?] (death >= ?)"
2910,"G[?,?](Mort <= ? | Temp <= ?)"
2911,"G[?,?](O2_Flow <= ? | y <= ?)"
2912,"(Temp <= ?) U[?,?] (ICU_Pt_Days >= ?)"
2913,"(direct >= ?) U[?,?] (Glasgow_Coma_Scale_Total <= ?)"
2914,"G[?,?](Mort >= ? -> n_evts <= ?)"
2915,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> SBP >= ?)"
2916,"(Pulse >= ?) U[?,?] (O2_Flow >= ?)"
2917,"(y >= ?) U[?,?] (ICU_Pt_Days >= ?)"
2918,"G[?,?](SBP <= ? -> Glasgow_Coma_Scale_Total >= ?)"
2919,"(af <= ?) U[?,?] (death <= ?)"
2920,"G[?,?](Temp >= ? -> MET >= ?)"
2921,"F[?,?](O2_Flow >= ? | ICU_Pt_Days >= ?)"
2922,"(s24_edrk >= ?) U[?,?] (MET >= ?)"
2923,"G[?,?](death <= ? -> CALCIUM >= ?)"
2924,"(hr <= ?) U[?,?] (Resp <= ?)"
2925,"(s24_hr <= ?) U[?,?] (MET <= ?)"
2926,"(SBP >= ?) U[?,?] (n_edrk <= ?)"
2927,"(n_edrk >= ?) U[?,?] (CALCIUM <= ?)"
2928,"(s8_edrk >= ?) U[?,?] (af <= ?)"
2929,"G[?,?](SpO2 <= ? | POTASSIUM <= ?)"
2930,"G[?,?](SBP <= ? & Temp >= ?)"
2931,"F[?,?](CREATININE >= ? & ICU_Pt_Days >= ?)"
2932,"G[?,?](CHLORIDE <= ? | CHLORIDE >= ?)"
2933,"(Mort >= ?) U[?,?] (CALCIUM >= ?)"
2934,"G[?,?](SODIUM <= ? | Resp >= ?)"
2935,"(Temp >= ?) U[?,?] (s24_hr <= ?)"
2936,"(s24_edrk <= ?) U[?,?] (hr >= ?)"
2937,"(af <= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
2938,"G[?,?](Temp >= ? | Temp <= ?)"
2939,"G[?,?](GLUCOSE <= ? | SODIUM <= ?)"
2940,"G[?,?](CHLORIDE <= ? -> LOS >= ?)"
2941,"(cosen <= ?) U[?,?] (s8_hr <= ?)"
2942,"G[?,?](CALCIUM <= ? -> SBP <= ?)"
2943,"G[?,?](BLOOD_UREA_NITROGEN <= ? -> BLOOD_UREA_NITROGEN <= ?)"
2944,"(PLATELET_COUNT >= ?) U[?,?] (CHLORIDE <= ?)"
2945,"G[?,?](LOS <= ? -> Glasgow_Coma_Scale_Total <= ?)"
2946,"G[?,?](SODIUM <= ? | CREATININE <= ?)"
2947,"G[?,?](Mort >= ? -> HEMOGLOBIN >= ?)"
2948,"F[?,?](direct >= ? | Mort >= ?)"
2949,"G[?,?](Glasgow_Coma_Scale_Total <= ? -> CREATININE <= ?)"
2950,"(MET >= ?) U[?,?] (AF >= ?)"
2951,"G[?,?](Glasgow_Coma_Scale_Total >= ? | O2_Flow <= ?)"
2952,"G[?,?](MAGNESIUM >= ? -> HEMOGLOBIN >= ?)"
2953,"G[?,?](Resp >= ? -> MET <= ?)"
2954,"G[?,?](PHOSPHORUS <= ? -> hr <= ?)"
2955,"G[?,?](SpO2 >= ? | LOS <= ?)"
2956,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (PLATELET_COUNT >= ?)"
2957,"G[?,?](SpO2 >= ? & direct <= ?)"
2958,"(Pulse >= ?) U[?,?] (SBP >= ?)"
2959,"G[?,?](MAGNESIUM >= ? | POTASSIUM <= ?)"
2960,"G[?,?](direct >= ? | ICU_Pt_Days <= ?)"
2961,"(Resp <= ?) U[?,?] (Temp <= ?)"
2962,"G[?,?](ICU_Pt_Days <= ? -> CREATININE >= ?)"
2963,"(CALCIUM <= ?) U[?,?] (direct >= ?)"
2964,"G[?,?](PHOSPHORUS >= ? | GLUCOSE <= ?)"
2965,"G[?,?](O2_Flow <= ? -> Mort <= ?)"
2966,"(n_edrk >= ?) U[?,?] (s8_edrk <= ?)"
2967,"(s24_hr <= ?) U[?,?] (s24_edrk >= ?)"
2968,"(n_edrk <= ?) U[?,?] (WHITE_BLOOD_CELL_COUNT <= ?)"
2969,"G[?,?](Mort <= ? | SODIUM <= ?)"
2970,"G[?,?](O2_Flow <= ? | GLUCOSE >= ?)"
2971,"(s24_hr <= ?) U[?,?] (s8_edrk <= ?)"
2972,"(PLATELET_COUNT >= ?) U[?,?] (O2_Flow <= ?)"
2973,"(LOS >= ?) U[?,?] (PLATELET_COUNT >= ?)"
2974,"(s8_edrk >= ?) U[?,?] (CREATININE >= ?)"
2975,"G[?,?](PLATELET_COUNT <= ? | POTASSIUM <= ?)"
2976,"(y >= ?) U[?,?] (y >= ?)"
2977,"(s24_hr <= ?) U[?,?] (y >= ?)"
2978,"G[?,?](BLOOD_UREA_NITROGEN >= ? | n_evts <= ?)"
2979,"(dfa <= ?) U[?,?] (edrk <= ?)"
2980,"(lds >= ?) U[?,?] (lds >= ?)"
2981,"(lds >= ?) U[?,?] (hr >= ?)"
2982,"(cosen <= ?) U[?,?] (CREATININE >= ?)"
2983,"G[?,?](PLATELET_COUNT >= ? -> Pulse <= ?)"
2984,"G[?,?](ICU_Pt_Days <= ? | CO2 >= ?)"
2985,"(AF >= ?) U[?,?] (s8_hr <= ?)"
2986,"G[?,?](O2_Flow >= ? -> Resp >= ?)"
2987,"G[?,?](PLATELET_COUNT <= ? | HEMOGLOBIN >= ?)"
2988,"(CREATININE >= ?) U[?,?] (ICU_Pt_Days >= ?)"
2989,"(Mort >= ?) U[?,?] (BLOOD_UREA_NITROGEN <= ?)"
2990,"(n_edrk >= ?) U[?,?] (CREATININE <= ?)"
2991,"G[?,?](PLATELET_COUNT >= ? -> SpO2 >= ?)"
2992,"F[?,?](n_evts >= ? -> n_evts >= ?)"
2993,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> CREATININE >= ?)"
2994,"G[?,?](PLATELET_COUNT <= ? -> Mort >= ?)"
2995,"G[?,?](Pulse >= ? | Mort >= ?)"
2996,"(af <= ?) U[?,?] (SBP <= ?)"
2997,"(PLATELET_COUNT >= ?) U[?,?] (GLUCOSE >= ?)"
2998,"G[?,?](CO2 >= ? | PLATELET_COUNT <= ?)"
2999,"G[?,?](O2_Flow <= ? -> Pulse <= ?)"
3000,"(CHLORIDE <= ?) U[?,?] (MET <= ?)"
3001,"(tte >= ?) U[?,?] (MET <= ?)"
3002,"(O2_Flow >= ?) U[?,?] (HEMOGLOBIN <= ?)"
3003,"G[?,?](n_evts >= ? -> death >= ?)"
3004,"(s24_edrk >= ?) U[?,?] (lds <= ?)"
3005,"(AF >= ?) U[?,?] (AF <= ?)"
3006,"G[?,?](Pulse >= ? -> y <= ?)"
3007,"G[?,?](Temp >= ? | BLOOD_UREA_NITROGEN <= ?)"
3008,"G[?,?](s8_hr >= ? | SODIUM <= ?)"
3009,"(SBP <= ?) U[?,?] (n_edrk >= ?)"
3010,"(s24_edrk <= ?) U[?,?] (SpO2 >= ?)"
3011,"G[?,?](SpO2 >= ? | BLOOD_UREA_NITROGEN <= ?)"
3012,"G[?,?](s24_hr <= ? | BLOOD_UREA_NITROGEN >= ?)"
3013,"G[?,?](Pulse >= ? -> Pulse <= ?)"
3014,"G[?,?](death <= ? & y <= ?)"
3015,"G[?,?](O2_Flow <= ? -> n_edrk <= ?)"
3016,"G[?,?](y <= ? & death <= ?)"
3017,"G[?,?](PLATELET_COUNT >= ? | direct >= ?)"
3018,"G[?,?](Glasgow_Coma_Scale_Total >= ? | LOS <= ?)"
3019,"G[?,?](n_evts <= ? -> Glasgow_Coma_Scale_Total <= ?)"
3020,"G[?,?](PLATELET_COUNT <= ? | direct <= ?)"
3021,"G[?,?](SpO2 >= ? -> Resp <= ?)"
3022,"(Pulse <= ?) U[?,?] (SpO2 <= ?)"
3023,"(dfa >= ?) U[?,?] (edrk >= ?)"
3024,"(MET >= ?) U[?,?] (direct <= ?)"
3025,"(n_edrk <= ?) U[?,?] (ICU_Pt_Days <= ?)"
3026,"(n_evts >= ?) U[?,?] (HEMOGLOBIN <= ?)"
3027,"G[?,?](SpO2 <= ? | CALCIUM <= ?)"
3028,"G[?,?](tte >= ? | CHLORIDE <= ?)"
3029,"G[?,?](BLOOD_UREA_NITROGEN >= ? | BLOOD_UREA_NITROGEN >= ?)"
3030,"G[?,?](SBP >= ? | O2_Flow <= ?)"
3031,"(direct <= ?) U[?,?] (direct >= ?)"
3032,"(O2_Flow >= ?) U[?,?] (Temp <= ?)"
3033,"(LOS >= ?) U[?,?] (Resp <= ?)"
3034,"(cosen >= ?) U[?,?] (s8_edrk >= ?)"
3035,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (death >= ?)"
3036,"G[?,?](SBP >= ? -> tte >= ?)"
3037,"G[?,?](LOS >= ? | s8_hr <= ?)"
3038,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> Glasgow_Coma_Scale_Total >= ?)"
3039,"G[?,?](death <= ? | hr <= ?)"
3040,"G[?,?](n_edrk <= ? | s24_hr <= ?)"
3041,"G[?,?](ICU_Pt_Days <= ? -> Resp >= ?)"
3042,"G[?,?](MAGNESIUM >= ? -> SBP <= ?)"
3043,"G[?,?](SODIUM >= ? | s24_hr <= ?)"
3044,"G[?,?](PHOSPHORUS <= ? | s24_hr <= ?)"
3045,"(Mort >= ?) U[?,?] (af <= ?)"
3046,"(s24_hr <= ?) U[?,?] (af >= ?)"
3047,"G[?,?](PLATELET_COUNT <= ? | s8_hr <= ?)"
3048,"G[?,?](Resp >= ? -> CALCIUM >= ?)"
3049,"G[?,?](SODIUM >= ? | CHLORIDE >= ?)"
3050,"G[?,?](LOS <= ? | direct <= ?)"
3051,"(LOS <= ?) U[?,?] (CALCIUM >= ?)"
3052,"(dfa >= ?) U[?,?] (lds <= ?)"
3053,"G[?,?](Pulse <= ? -> BLOOD_UREA_NITROGEN <= ?)"
3054,"G[?,?](PLATELET_COUNT <= ? -> GLUCOSE <= ?)"
3055,"G[?,?](Glasgow_Coma_Scale_Total >= ? | GLUCOSE <= ?)"
3056,"G[?,?](death <= ? -> SpO2 <= ?)"
3057,"G[?,?](GLUCOSE >= ? | MAGNESIUM >= ?)"
3058,"(cosen >= ?) U[?,?] (Temp >= ?)"
3059,"(hr <= ?) U[?,?] (LOS >= ?)"
3060,"G[?,?](O2_Flow >= ? | BLOOD_UREA_NITROGEN <= ?)"
3061,"G[?,?](MET <= ? & ICU_Pt_Days <= ?)"
3062,"G[?,?](PLATELET_COUNT <= ? -> POTASSIUM >= ?)"
3063,"G[?,?](O2_Flow >= ? | Temp <= ?)"
3064,"(death >= ?) U[?,?] (y <= ?)"
3065,"(death <= ?) U[?,?] (AF >= ?)"
3066,"(n_evts >= ?) U[?,?] (af <= ?)"
3067,"(CALCIUM >= ?) U[?,?] (Pulse >= ?)"
3068,"G[?,?](BLOOD_UREA_NITROGEN >= ? -> O2_Flow >= ?)"
3069,"(s24_edrk <= ?) U[?,?] (s24_edrk >= ?)"
3070,"(SpO2 >= ?) U[?,?] (edrk >= ?)"
3071,"(GLUCOSE >= ?) U[?,?] (n_evts <= ?)"
3072,"(CO2 >= ?) U[?,?] (lds <= ?)"
3073,"(y >= ?) U[?,?] (lds <= ?)"
3074,"F[?,?](ICU_Pt_Days >= ? | direct >= ?)"
3075,"G[?,?](hr <= ? -> Mort <= ?)"
3076,"(lds >= ?) U[?,?] (dfa >= ?)"
3077,"G[?,?](GLUCOSE >= ? -> ICU_Pt_Days <= ?)"
3078,"G[?,?](Mort >= ? | GLUCOSE <= ?)"
3079,"(death >= ?) U[?,?] (ICU_Pt_Days >= ?)"
3080,"G[?,?](Mort <= ? & n_evts <= ?)"
3081,"(SBP <= ?) U[?,?] (s8_edrk <= ?)"
3082,"G[?,?](SODIUM <= ? -> CREATININE >= ?)"
3083,"G[?,?](WHITE_BLOOD_CELL_COUNT <= ? -> MET <= ?)"
3084,"(direct >= ?) U[?,?] (O2_Flow >= ?)"
3085,"(MAGNESIUM >= ?) U[?,?] (Temp <= ?)"
3086,"G[?,?](SpO2 <= ? -> CALCIUM <= ?)"
3087,"G[?,?](n_evts >= ? -> Temp >= ?)"
3088,"G[?,?](POTASSIUM <= ? | n_evts >= ?)"
3089,"G[?,?](SODIUM >= ? -> SODIUM >= ?)"
3090,"(SBP >= ?) U[?,?] (s8_edrk >= ?)"
3091,"G[?,?](ICU_Pt_Days <= ? | SODIUM <= ?)"
3092,"G[?,?](hr <= ? | POTASSIUM <= ?)"
3093,"(HEMOGLOBIN >= ?) U[?,?] (s8_hr <= ?)"
3094,"G[?,?](CO2 <= ? -> n_evts >= ?)"
3095,"(Mort >= ?) U[?,?] (Glasgow_Coma_Scale_Total >= ?)"
3096,"(Glasgow_Coma_Scale_Total <= ?) U[?,?] (MAGNESIUM >= ?)"
3097,"G[?,?](GLUCOSE <= ? -> n_edrk <= ?)"
3098,"G[?,?](Glasgow_Coma_Scale_Total >= ? | death <= ?)"
3099,"G[?,?](CHLORIDE <= ? | Resp >= ?)"
3100,"(AF <= ?) U[?,?] (dfa >= ?)"
3101,"(LOS >= ?) U[?,?] (n_evts >= ?)"
3102,"G[?,?](MET >= ? | CREATININE <= ?)"
3103,"G[?,?](MAGNESIUM >= ? -> MAGNESIUM >= ?)"
3104,"(af <= ?) U[?,?] (n_evts >= ?)"
3105,"(HEMOGLOBIN >= ?) U[?,?] (SpO2 >= ?)"
3106,"(s24_edrk <= ?) U[?,?] (n_evts >= ?)"
3107,"(AF >= ?) U[?,?] (n_edrk <= ?)"
3108,"(Mort >= ?) U[?,?] (Mort <= ?)"
3109,"G[?,?](direct <= ? -> PLATELET_COUNT <= ?)"
3110,"G[?,?](HEMOGLOBIN <= ? -> Glasgow_Coma_Scale_Total <= ?)"
3111,"(O2_Flow >= ?) U[?,?] (s8_edrk <= ?)"
